団体コード	都道府県名	市区町村名	性別	総数	0～4	5～9	10～14	15～19	20～24	25～29	30～34	35～39	40～44	45～49	50～54	55～59	60～64	65～69	70～74	75～79	80～
082121	茨城県	常陸太田市	計	58474	1480	2050	2686	3198	3021	2576	2441	2969	3194	3801	4445	4871	4946	3635	3559	3605	5997
082147	茨城県	高萩市	計	31675	1042	1306	1457	1529	1630	1687	1715	1990	1825	1802	2078	2697	2933	2194	1896	1450	2444
082155	茨城県	北茨城市	計	48221	1689	1926	2277	2538	2428	2514	2462	2746	2705	3072	3521	4087	4168	2948	2686	2511	3943
082163	茨城県	笠間市	計	79904	3018	3519	3741	4060	4026	4251	4701	5486	5012	4827	5157	6223	6951	5057	4370	3726	5779
082171	茨城県	取手市	計	110428	3914	4190	4550	4855	5255	6091	6889	8351	7338	6308	6038	7866	11348	9756	7355	4681	5643
082198	茨城県	牛久市	計	81225	3820	3709	3589	3763	3861	4948	5904	6953	5451	4714	4613	5537	7936	6053	4179	2793	3402
082201	茨城県	つくば市	計	205993	11166	10733	10602	10757	14086	14026	16001	18242	15669	13075	11883	12252	14123	9737	7525	6320	9796
082210	茨城県	ひたちなか市	計	158414	7552	8033	8690	8150	7681	8919	10597	13500	12586	10196	9043	9655	11790	9749	8450	6132	7691
082228	茨城県	鹿嶋市	計	66760	2974	3057	3267	3241	3250	3743	4296	5003	4144	3552	3761	5190	6389	4991	3857	2724	3321
082236	茨城県	潮来市	計	30234	1075	1248	1460	1613	1567	1548	1734	1949	1789	1876	2024	2435	2768	1915	1795	1496	1942
082244	茨城県	守谷市	計	62670	3513	3483	3186	3084	3341	4219	5002	5815	4731	3707	3496	4565	5344	3322	2217	1503	2142
082252	茨城県	常陸大宮市	計	46334	1461	1794	2074	2273	2267	2319	2303	2553	2531	2703	3167	3784	3780	2635	2702	2812	5176
082261	茨城県	那珂市	計	55949	2147	2453	2684	2781	2758	2895	3253	3849	3598	3376	3594	4276	4880	3723	3042	2651	3989
082279	茨城県	筑西市	計	110031	4203	4818	5455	5467	5547	5953	6661	7866	6831	6328	6935	8766	9813	6610	5865	5109	7804
082287	茨城県	坂東市	計	56252	2275	2597	2683	2961	2893	3168	3418	3938	3531	3154	3700	4573	5063	3325	2850	2393	3730
082295	茨城県	稲敷市	計	46287	1433	1752	2032	2388	2353	2407	2396	2596	2571	2913	3281	3875	4354	2827	2760	2515	3834
082309	茨城県	かすみがうら市	計	43840	1839	1974	2068	2049	2179	2553	2865	3272	2783	2454	2614	3319	3967	2767	2301	1828	3008
082317	茨城県	桜川市	計	47062	1653	1950	2268	2491	2460	2517	2592	2927	2717	2770	3314	3870	3931	2602	2438	2410	4152
082325	茨城県	神栖市	計	92447	4804	4945	4962	4790	4772	5873	6593	7861	6923	5778	5776	6619	7105	4902	3922	3048	3774
082333	茨城県	行方市	計	38249	1264	1464	1668	1799	1944	2033	2040	2126	2004	2180	2763	3270	3354	2094	2152	2342	3752
082341	茨城県	鉾田市	計	51011	1829	2064	2300	2375	2448	2736	2707	3151	2873	2881	3347	4271	4618	3282	3017	2799	4313
082350	茨城県	つくばみらい市	計	45611	2149	1922	2055	2036	2205	2834	3551	3758	3023	2413	2451	3183	4201	3170	2371	1744	2545
082368	茨城県	小美玉市	計	52825	2307	2478	2591	2723	2805	3165	3423	3832	3231	3089	3368	3926	4417	3070	2748	2239	3413
083003	茨城県	東茨城郡	計	74841	2518	3014	3370	3679	3722	3807	4066	4569	4418	4372	5160	6164	6613	4611	4241	3936	6581
083020	茨城県	東茨城郡茨城町	計	34602	1276	1453	1535	1613	1739	1838	2027	2216	2015	1924	2229	2871	3150	2179	1941	1725	2871
083097	茨城県	東茨城郡大洗町	計	18138	605	729	791	852	839	909	1002	1107	1123	1121	1241	1392	1617	1122	1113	1032	1543
083101	茨城県	東茨城郡城里町	計	22101	637	832	1044	1214	1144	1060	1037	1246	1280	1327	1690	1901	1846	1310	1187	1179	2167
083402	茨城県	那珂郡	計	37842	2104	2128	2060	1776	1706	2086	2608	3491	3210	2312	1912	2073	2677	2535	2053	1312	1799
083411	茨城県	那珂郡東海村	計	37842	2104	2128	2060	1776	1706	2086	2608	3491	3210	2312	1912	2073	2677	2535	2053	1312	1799
083607	茨城県	久慈郡	計	20535	505	610	758	906	865	767	768	820	872	1114	1543	1896	1819	1262	1498	1605	2927
083640	茨城県	久慈郡大子町	計	20535	505	610	758	906	865	767	768	820	872	1114	1543	1896	1819	1262	1498	1605	2927
084409	茨城県	稲敷郡	計	74525	2945	3232	3451	3681	4065	4127	4597	5621	5050	4425	4685	5521	6630	4719	4083	3279	4414
084425	茨城県	稲敷郡美浦村	計	17418	694	757	793	878	910	982	1105	1324	1203	1124	1132	1312	1503	1066	927	781	927
084433	茨城県	稲敷郡阿見町	計	46705	1973	2137	2204	2264	2585	2714	3021	3740	3206	2633	2834	3397	4152	3027	2435	1835	2548
084476	茨城県	稲敷郡河内町	計	10402	278	338	454	539	570	431	471	557	641	668	719	812	975	626	721	663	939
085201	茨城県	結城郡	計	23117	922	1112	1174	1205	1165	1295	1413	1476	1314	1296	1588	1881	1999	1211	1108	1068	1890
085219	茨城県	結城郡八千代町	計	23117	922	1112	1174	1205	1165	1295	1413	1476	1314	1296	1588	1881	1999	1211	1108	1068	1890
085405	茨城県	猿島郡	計	35343	1329	1571	1717	1791	1878	2008	2071	2503	2162	2079	2373	2893	3184	2063	1761	1540	2420
085421	茨城県	猿島郡五霞町	計	9457	291	354	414	451	580	547	528	588	561	585	690	865	917	580	481	361	664
085464	茨城県	猿島郡境町	計	25886	1038	1217	1303	1340	1298	1461	1543	1915	1601	1494	1683	2028	2267	1483	1280	1179	1756
085600	茨城県	北相馬郡	計	17774	503	626	642	650	742	887	1053	1231	890	750	931	1529	2356	1867	1151	828	1138
085642	茨城県	北相馬郡利根町	計	17774	503	626	642	650	742	887	1053	1231	890	750	931	1529	2356	1867	1151	828	1138
090000	栃木県		計	1995901	84935	90979	94315	96428	101180	113805	129292	150201	132626	120940	126210	147151	169523	118087	101437	88162	130630
092011	栃木県	宇都宮市	計	506829	24585	24552	23955	23269	25121	31685	37671	43095	37645	31989	30031	33347	40348	29414	24157	19472	26493
092029	栃木県	足利市	計	153926	5779	6626	6976	7116	6999	7407	8754	11062	10241	9362	9001	10956	14378	11100	9221	7910	11038
092037	栃木県	栃木市	計	140084	5292	6054	6414	6713	6829	7214	8303	9913	8783	7974	8819	10788	12843	9065	7798	6716	10566
092045	栃木県	佐野市	計	122229	4694	5218	5544	5870	6020	6608	7149	8470	7806	7378	7825	9307	10854	7518	6614	6282	9072
092053	栃木県	鹿沼市	計	102482	4282	4524	5008	5190	5251	5420	6214	7358	6593	6122	6607	7677	8695	5896	5100	4826	7719
092061	栃木県	日光市	計	91113	3015	3447	4006	4552	4440	4392	4645	5697	5564	5662	5873	6879	8222	5998	5702	5216	7803
092088	栃木県	小山市	計	159453	7448	7638	7845	7972	8317	9669	10832	12944	11594	10040	10042	11525	12798	9249	7505	5825	8210
092096	栃木県	真岡市	計	79364	3676	3916	3898	3803	4204	4792	5401	6077	4852	4438	5200	6295	6766	4222	3544	3243	5037
092100	栃木県	大田原市	計	73688	2928	3365	3534	3595	4020	4317	4690	5156	4298	4201	5042	6004	6301	3643	3631	3447	5516
092118	栃木県	矢板市	計	35175	1360	1570	1676	1735	1856	1930	2230	2404	2188	2088	2305	2752	3097	2076	1825	1597	2486
092134	栃木県	那須塩原市	計	117337	5398	5793	5985	5927	5883	6928	8110	9365	8006	6988	7436	8883	9670	6605	5593	4510	6257
092142	栃木県	さくら市	計	43899	2209	2217	2147	2132	2126	2839	3213	3432	2805	2564	2634	3101	3461	2288	2150	1740	2841
092151	栃木県	那須烏山市	計	29974	973	1124	1263	1423	1458	1507	1647	1793	1661	1714	2046	2439	2713	1745	1721	1718	3029
092169	栃木県	下野市	計	59429	2597	2959	3151	3257	3796	3333	3703	4527	4053	4089	3983	4236	4468	3091	2688	2320	3178
093009	栃木県	河内郡	計	31672	1630	1796	1746	1703	1746	1903	2152	2720	2206	2035	2181	2200	2230	1493	1227	1095	1609
093017	栃木県	河内郡上三川町	計	31672	1630	1796	1746	1703	1746	1903	2152	2720	2206	2035	2181	2200	2230	1493	1227	1095	1609
093203	栃木県	上都賀郡	計	6652	206	293	323	330	298	292	358	431	402	365	459	560	639	399	348	331	618
093211	栃木県	上都賀郡西方町	計	6652	206	293	323	330	298	292	358	431	402	365	459	560	639	399	348	331	618
093408	栃木県	芳賀郡	計	69139	2565	2822	3155	3409	3461	3761	3887	4233	3845	4058	4968	5970	6185	3586	3552	3616	6066
093424	栃木県	芳賀郡益子町	計	24804	986	1041	1160	1320	1282	1382	1544	1550	1447	1497	1820	2132	2278	1308	1177	1088	1792
093432	栃木県	芳賀郡茂木町	計	15328	439	504	629	690	703	688	706	820	692	800	1113	1364	1420	834	938	1079	1909
093441	栃木県	芳賀郡市貝町	計	12442	506	514	604	670	683	796	673	781	765	842	926	1030	986	561	565	587	953
093459	栃木県	芳賀郡芳賀町	計	16565	634	763	762	729	793	895	964	1082	941	919	1109	1444	1501	883	872	862	1412
093602	栃木県	下都賀郡	計	83660	3202	3521	3690	3952	4645	4888	5129	5949	4935	4691	5648	6946	7778	5551	4350	3533	5252
093611	栃木県	下都賀郡壬生町	計	39341	1597	1812	1832	1785	2107	2252	2440	2952	2488	2294	2538	2999	3506	2617	2093	1638	2391
093645	栃木県	下都賀郡野木町	計	25981	978	1026	1052	1255	1545	1700	1652	1741	1380	1357	1808	2466	2616	1740	1259	985	1421
093670	栃木県	下都賀郡岩舟町	計	18338	627	683	806	912	993	936	1037	1256	1067	1040	1302	1481	1656	1194	998	910	1440
093807	栃木県	塩谷郡	計	43351	1780	1862	2004	2216	2543	2760	2956	3071	2687	2550	2790	3201	3481	2222	1970	1956	3302
093840	栃木県	塩谷郡塩谷町	計	13003	393	491	551	637	695	628	683	675	681	718	857	1156	1270	734	772	766	1296
093866	栃木県	塩谷郡高根沢町	計	30348	1387	1371	1453	1579	1848	2132	2273	2396	2006	1832	1933	2045	2211	1488	1198	1190	2006
094005	栃木県	那須郡	計	46445	1316	1682	1995	2264	2167	2160	2248	2504	2462	2632	3320	4085	4596	2926	2741	2809	4538
094072	栃木県	那須郡那須町	計	27392	809	1049	1165	1270	1212	1258	1303	1558	1483	1530	1891	2424	2837	1927	1702	1565	2409
094111	栃木県	那須郡那珂川町	計	19053	507	633	830	994	955	902	945	946	979	1102	1429	1661	1759	999	1039	1244	2129
100005	群馬県		計	1998558	83370	91555	98158	99386	98679	104835	122241	148614	134600	119832	118151	138582	170547	126544	108166	93809	141489
102016	群馬県	前橋市	計	339509	14313	15369	16373	16511	17185	18230	20651	25357	23205	20960	20384	23401	28030	21114	18368	16213	23845
102024	群馬県	高崎市	計	370714	16822	17460	18027	18251	18870	20230	23851	29274	26224	22483	20991	24069	30367	23396	19577	16582	24240
102032	群馬県	桐生市	計	122612	3957	4744	5642	5821	5731	5458	6233	8256	7887	7245	7277	8125	11389	9157	8078	7254	10358
102041	群馬県	伊勢崎市	計	200317	9592	10252	10587	10086	10029	11333	14077	16237	14390	12140	11183	12749	15624	11693	9793	8469	12083
102059	群馬県	太田市	計	212402	10561	11148	10872	10210	10225	12141	14821	17750	15419	12291	11191	13736	18275	13781	10440	7977	11564
102067	群馬県	沼田市	計	52384	1951	2322	2640	2667	2370	2505	2786	3372	3159	3061	3466	3895	4267	3171	3054	3040	4658
102075	群馬県	館林市	計	77984	3329	3662	3913	3906	3612	4112	4865	6263	5463	4641	4485	5367	6940	5089	4095	3395	4847
102083	群馬県	渋川市	計	84335	2898	3344	3991	4154	4198	4319	4684	5295	4955	4958	5319	6622	7549	5437	5087	4444	7081
102091	群馬県	藤岡市	計	68989	2690	3117	3427	3663	3264	3468	3930	5094	4488	4178	4208	5028	6205	4344	3841	3302	4742
102105	群馬県	富岡市	計	52134	1934	2347	2553	2625	2511	2457	2796	3580	3180	3027	3290	3848	4590	3223	2987	2713	4473
102113	群馬県	安中市	計	62663	2110	2472	2940	3147	2992	2857	3222	4050	3845	3747	3787	4706	5881	4149	3812	3399	5547
102121	群馬県	みどり市	計	52192	2366	2586	2670	2534	2351	2766	3416	4172	3548	2975	2979	3682	4584	3292	2671	2199	3401
103403	群馬県	北群馬郡	計	34154	1702	1865	1855	1784	1854	1937	2568	2745	2423	2016	2049	2345	2566	1829	1453	1236	1927
103446	群馬県	北群馬郡榛東村	計	14623	633	729	788	788	871	825	1025	1137	1026	829	925	1039	1167	774	636	574	857
103454	群馬県	北群馬郡吉岡町	計	19531	1069	1136	1067	996	983	1112	1543	1608	1397	1187	1124	1306	1399	1055	817	662	1070
103608	群馬県	多野郡	計	3835	66	80	95	90	123	123	130	138	143	131	208	312	358	293	362	399	784
103667	群馬県	多野郡上野村	計	1371	36	39	53	34	46	65	62	61	65	52	56	104	117	88	112	133	248
103675	群馬県	多野郡神流町	計	2464	30	41	42	56	77	58	68	77	78	79	152	208	241	205	250	266	536
103802	群馬県	甘楽郡	計	25888	633	820	1051	1217	1161	1061	1093	1309	1270	1459	1682	2096	2399	1652	1830	1821	3334
103829	群馬県	甘楽郡下仁田町	計	9271	157	227	314	397	377	344	336	345	408	515	620	751	860	636	747	762	1475
103837	群馬県	甘楽郡南牧村	計	2552	22	31	41	56	74	59	47	61	73	103	131	196	210	194	281	335	638
103845	群馬県	甘楽郡甘楽町	計	14065	454	562	696	764	710	658	710	903	789	841	931	1149	1329	822	802	724	1221
104205	群馬県	吾妻郡	計	62123	1901	2313	2745	3173	2815	2562	2823	3566	3442	3591	4011	4949	5445	4082	4128	3934	6643
104213	群馬県	吾妻郡中之条町	計	18228	538	668	785	959	854	759	792	1048	1011	1042	1125	1369	1581	1184	1191	1273	2049
104248	群馬県	吾妻郡長野原町	計	6270	214	266	318	286	247	239	325	428	355	373	416	492	570	402	388	351	600
104256	群馬県	吾妻郡嬬恋村	計	10430	358	391	471	569	480	454	482	581	589	693	707	846	872	677	642	620	998
104264	群馬県	吾妻郡草津町	計	7025	205	265	298	298	279	255	323	471	443	343	396	550	673	613	597	412	604
104281	群馬県	吾妻郡高山村	計	4005	132	171	203	216	196	176	200	215	213	242	265	314	303	214	252	256	437
104299	群馬県	吾妻郡東吾妻町	計	16165	454	552	670	845	759	679	701	823	831	898	1102	1378	1446	992	1058	1022	1955
104400	群馬県	利根郡	計	38502	1131	1452	1841	2011	1823	1637	1750	1990	1987	2205	2731	3177	3482	2247	2364	2386	4288
104434	群馬県	利根郡片品村	計	5200	128	188	268	314	250	213	195	266	263	335	389	445	473	252	351	318	552
104442	群馬県	利根郡川場村	計	3610	134	166	188	170	148	189	197	184	189	161	240	301	334	195	182	199	433
104485	群馬県	利根郡昭和村	計	7685	301	351	381	381	365	385	425	435	395	422	525	687	660	383	393	420	776
104493	群馬県	利根郡みなかみ町	計	22007	568	747	1004	1146	1060	850	933	1105	1140	1287	1577	1744	2015	1417	1438	1449	2527
104604	群馬県	佐波郡	計	36904	1470	1717	2162	2478	2183	2078	2248	2697	2716	2772	2603	2760	3007	1880	1392	1104	1637
104647	群馬県	佐波郡玉村町	計	36904	1470	1717	2162	2478	2183	2078	2248	2697	2716	2772	2603	2760	3007	1880	1392	1104	1637
105201	群馬県	邑楽郡	計	100917	3944	4485	4774	5058	5382	5561	6297	7469	6856	5952	6307	7715	9589	6715	4834	3942	6037
105210	群馬県	邑楽郡板倉町	計	15813	549	634	739	795	790	782	879	995	980	881	1113	1400	1526	1006	800	727	1217
105228	群馬県	邑楽郡明和町	計	11383	478	493	509	553	628	663	673	792	667	606	740	956	1055	741	514	518	797
105236	群馬県	邑楽郡千代田町	計	11563	449	550	541	555	616	591	738	871	707	648	697	879	1142	719	538	504	818
105244	群馬県	邑楽郡大泉町	計	34817	1460	1543	1682	1816	1972	2095	2351	2706	2681	2314	2054	2356	2990	2306	1647	1183	1661
105252	群馬県	邑楽郡邑楽町	計	27341	1008	1265	1303	1339	1376	1430	1656	2105	1821	1503	1703	2124	2876	1943	1335	1010	1544
110001	埼玉県		計	7140929	305995	319350	337059	344399	373297	424420	486630	604903	549875	462748	411860	464905	598678	474414	388006	279348	315042
111007	埼玉県	さいたま市	計	1216892	55419	56088	59589	59367	64608	75142	86700	107599	99998	86055	72125	71755	90703	72486	60308	45360	53590
111015	埼玉県	さいたま市西区	計	84148	3614	3803	4021	3977	4080	4994	5581	7140	6338	5025	4413	5144	7180	6235	5216	3611	3776
111023	埼玉県	さいたま市北区	計	140382	7274	6940	6992	6920	7625	8924	10616	13045	11953	10452	8571	7932	9222	7218	5920	4841	5937
111031	埼玉県	さいたま市大宮区	計	107974	4416	4360	4569	4692	5975	7426	8139	9248	8440	7487	6702	6644	7903	5979	5173	4505	6316
111040	埼玉県	さいたま市見沼区	計	155925	6789	7273	7728	7968	8188	8681	10157	13095	12170	10406	8980	9473	12686	10437	8843	6209	6842
111058	埼玉県	さいたま市中央区	計	94350	4574	4452	4317	3984	5061	6457	7246	9006	8272	6741	5702	5289	6554	4915	4180	3413	4187
111066	埼玉県	さいたま市桜区	計	93635	4386	4211	4622	4848	5541	5855	6962	8570	7710	6577	5156	5262	7101	5925	4900	3120	2889
111074	埼玉県	さいたま市浦和区	計	144614	5957	6425	7444	7237	7584	8780	9736	12068	12586	11486	9665	8449	9855	7570	6389	5544	7839
111082	埼玉県	さいたま市南区	計	172982	8463	7972	8686	8375	9488	11733	13617	16392	15441	13529	10564	9604	11410	8673	7451	5549	6035
111091	埼玉県	さいたま市緑区	計	111823	5669	5728	6076	6144	5766	6419	7826	9982	9000	7843	6450	6655	8292	6543	5140	3779	4511
111104	埼玉県	さいたま市岩槻区	計	111059	4277	4924	5134	5222	5300	5873	6820	9053	8088	6509	5922	7303	10500	8991	7096	4789	5258
112011	埼玉県	川越市	計	338536	14799	14956	15421	16155	17720	20382	23692	28714	25313	21125	18603	21120	29043	23924	19421	13566	14582
112020	埼玉県	熊谷市	計	201868	8051	8684	9352	10151	10733	11423	12550	15125	13946	12723	12855	14682	17535	12931	10934	8616	11577
112038	埼玉県	川口市	計	496197	22688	22385	22958	22649	24791	31500	36992	45959	42429	34269	27501	29295	38434	30851	26113	18966	18417
112062	埼玉県	行田市	計	85719	3041	3613	3925	4348	4569	4715	5252	6123	5553	5183	5358	6553	8101	5724	4628	3658	5375
112071	埼玉県	秩父市	計	68059	2532	2867	3310	3656	3179	3146	3357	4247	4176	4236	4391	5006	5638	4193	4306	4112	5707
112089	埼玉県	所沢市	計	338319	14252	14534	15178	15753	18735	20976	23473	28382	26185	22382	19397	21607	27961	22642	18636	13384	14842
112097	埼玉県	飯能市	計	81860	2861	3164	3690	4426	4428	4305	4608	5718	5295	5318	5321	6313	7753	5606	4617	3581	4856
112101	埼玉県	加須市	計	115908	4512	4846	5382	6270	6746	6673	6821	7990	7248	7209	8105	9535	10554	6914	5533	4841	6729
112119	埼玉県	本庄市	計	78844	3138	3372	3843	4158	4059	4413	4679	5914	5389	5008	4914	5664	6727	4759	4254	3558	4995
112127	埼玉県	東松山市	計	88020	3368	3640	3925	4620	5121	5210	5437	6384	5878	5294	5748	6884	8034	5797	4696	3699	4285
112143	埼玉県	春日部市	計	237960	9223	9806	11007	11536	11827	13302	15395	19351	17755	14667	13147	16242	22610	18595	14663	9410	9424
112151	埼玉県	狭山市	計	154946	5851	6169	6688	7223	8580	9239	9858	12307	10821	9239	8787	10809	14684	12070	9112	6238	7271
112160	埼玉県	羽生市	計	55953	2078	2453	2679	2868	2957	3045	3316	3905	3654	3432	3719	4260	4998	3526	2899	2606	3558
112178	埼玉県	鴻巣市	計	119162	4618	4997	5493	6136	6725	6886	7351	8848	8084	7525	7731	9030	10951	8094	6262	4758	5673
112186	埼玉県	深谷市	計	144789	6089	6744	7147	7290	7267	8146	9140	11128	10037	8529	8664	10822	12848	9107	7491	5867	8473
112194	埼玉県	上尾市	計	224835	9572	10421	11187	10789	11371	12944	15077	19258	17968	14521	12257	13980	18339	15972	13386	9020	8773
112216	埼玉県	草加市	計	239110	10702	11453	11827	11013	11964	13867	16982	22974	20689	16208	12226	13543	19148	16048	13568	9001	7897
112224	埼玉県	越谷市	計	323781	14524	14931	16088	15422	16501	19453	22691	29109	26503	20853	17342	19736	26620	22442	18458	11920	11188
112232	埼玉県	蕨市	計	68858	2593	2495	2748	2807	3934	4837	5118	5679	5470	4748	4186	4234	5403	4187	3623	3102	3694
112241	埼玉県	戸田市	計	120053	6757	6266	6216	5613	6827	8705	10174	12369	11148	9148	6521	6065	7096	5682	4733	3348	3385
112259	埼玉県	入間市	計	149134	6013	6795	7280	7762	7936	8382	9406	11793	10938	9344	8975	10867	13257	10170	8072	5668	6476
112267	埼玉県	鳩ケ谷市	計	60885	2944	2823	2688	2606	2767	3443	4424	5920	5190	3986	3031	3266	4518	3946	3756	2895	2682
112275	埼玉県	朝霞市	計	127911	6534	6066	6362	6018	6808	8862	10207	12489	11610	9726	7151	6730	8361	6664	5870	4326	4127
112283	埼玉県	志木市	計	70001	3082	3142	3278	3129	3597	4366	5257	6232	5884	4587	3738	4266	5656	4568	3855	2760	2604
112291	埼玉県	和光市	計	76002	4119	3723	3478	2976	4338	6267	7169	8150	7049	5166	3772	3842	4913	3481	2921	2287	2351
112305	埼玉県	新座市	計	158172	7350	7332	7191	7378	7827	9203	11461	14124	13022	10582	8387	9331	12695	11050	9190	6271	5778
112313	埼玉県	桶川市	計	75422	2993	3295	3574	3668	3761	4194	4747	6111	5591	4822	4355	5011	6597	5444	4624	3224	3411
112321	埼玉県	久喜市	計	154414	5844	6277	6837	7783	8386	8968	9770	11679	10173	9511	9755	12140	14867	10743	8394	6133	7154
112330	埼玉県	北本市	計	69547	2582	3014	3159	3441	3740	3876	4176	5420	5080	4327	4219	4953	6317	5156	4364	2835	2888
112348	埼玉県	八潮市	計	80515	3924	3829	3853	3843	3885	4797	6109	7790	6802	4901	4015	4535	6735	5773	4595	2750	2379
112356	埼玉県	富士見市	計	105754	4834	4827	5001	4777	5162	6493	7605	9789	9104	6929	5527	5921	8286	7297	6192	4134	3876
112372	埼玉県	三郷市	計	130533	5613	5576	5847	6126	7039	7977	8967	10985	9554	7552	7335	9274	12903	9995	7355	4415	4020
112381	埼玉県	蓮田市	計	63350	2474	2628	2737	2746	2999	3744	4278	5099	4376	3630	3371	4501	5965	5048	3887	2757	3110
112399	埼玉県	坂戸市	計	99428	4361	4666	4458	4533	5044	5581	6994	8740	6951	5540	5231	6816	9507	7710	5634	3701	3961
112402	埼玉県	幸手市	計	53653	1870	1987	2167	2511	2816	3026	3209	4012	3365	2903	3325	4358	5679	4461	3219	2246	2499
112411	埼玉県	鶴ヶ島市	計	69002	3010	3373	3289	3277	3721	4120	4875	6155	5144	3991	3792	4901	6594	5022	3400	2075	2263
112429	埼玉県	日高市	計	57172	2462	2691	2501	2557	2864	3161	3786	4758	3735	2928	2971	4264	5845	4545	3342	2105	2657
112437	埼玉県	吉川市	計	65749	3398	3602	3631	3300	3193	3937	4667	6201	5317	3820	3447	4141	5732	4314	3122	1817	2110
112453	埼玉県	ふじみ野市	計	105744	4718	4902	5263	5063	4940	5764	7302	9555	8929	7079	5522	5888	8167	7346	6500	4538	4268
113000	埼玉県	北足立郡	計	42585	2564	2668	2348	1866	1886	2503	3333	4539	3576	2418	1907	2380	3329	2834	1973	1211	1250
113018	埼玉県	北足立郡伊奈町	計	42585	2564	2668	2348	1866	1886	2503	3333	4539	3576	2418	1907	2380	3329	2834	1973	1211	1250
113204	埼玉県	入間郡	計	86860	3234	3909	3963	4240	4523	4502	5309	7055	6279	5134	4876	5978	7999	6812	5389	3624	4034
113247	埼玉県	入間郡三芳町	計	38180	1710	1970	1838	1823	1712	1843	2552	3581	3120	2354	1930	2265	3323	3031	2360	1460	1308
113263	埼玉県	入間郡毛呂山町	計	35932	1158	1452	1560	1745	2175	2008	2103	2616	2379	2000	2091	2671	3418	2895	2270	1586	1805
113271	埼玉県	入間郡越生町	計	12748	366	487	565	672	636	651	654	858	780	780	855	1042	1258	886	759	578	921
113409	埼玉県	比企郡	計	140109	4313	5429	6023	6945	7849	7447	7693	9160	8555	8193	9577	12038	14258	9663	7708	6032	9226
113417	埼玉県	比企郡滑川町	計	16845	948	1021	736	665	764	1043	1324	1582	1265	925	976	1163	1375	926	779	541	812
113425	埼玉県	比企郡嵐山町	計	18448	610	736	833	819	947	1002	1109	1341	1221	1038	1151	1363	1872	1370	1127	817	1092
113433	埼玉県	比企郡小川町	計	33607	895	1080	1328	1768	1993	1743	1598	1788	1848	2060	2557	3142	3410	2259	1910	1690	2538
113468	埼玉県	比企郡川島町	計	22020	681	925	978	1103	1341	1228	1216	1509	1256	1232	1407	1984	2351	1432	1111	903	1363
113476	埼玉県	比企郡吉見町	計	21303	553	765	1058	1294	1269	1104	1051	1317	1457	1465	1563	1849	2026	1326	1060	866	1280
113484	埼玉県	比企郡鳩山町	計	15261	336	495	560	644	842	717	796	950	810	680	951	1391	1949	1512	987	606	1035
113492	埼玉県	比企郡ときがわ町	計	12625	290	407	530	652	693	610	599	673	698	793	972	1146	1275	838	734	609	1106
113603	埼玉県	秩父郡	計	45103	1503	1846	2063	2286	2180	2015	2056	2592	2608	2604	2971	3684	3972	2937	2832	2570	4384
113611	埼玉県	秩父郡横瀬町	計	9121	335	424	455	516	447	410	400	531	601	610	581	706	765	571	560	466	743
113620	埼玉県	秩父郡皆野町	計	11033	388	428	490	494	528	509	552	676	596	615	707	906	1029	712	675	638	1090
113638	埼玉県	秩父郡長瀞町	計	7948	228	340	360	407	375	327	335	467	478	480	518	590	724	603	524	461	731
113654	埼玉県	秩父郡小鹿野町	計	13604	485	550	599	691	671	615	634	751	755	725	921	1167	1120	826	850	816	1428
113697	埼玉県	秩父郡東秩父村	計	3397	67	104	159	178	159	154	135	167	178	174	244	315	334	225	223	189	392
113808	埼玉県	児玉郡	計	56585	2230	2657	2885	3196	2969	3106	3535	4145	3608	3463	3656	4385	4953	3259	2637	2299	3602
113816	埼玉県	児玉郡美里町	計	11629	379	479	527	654	586	578	668	779	682	735	787	892	1061	665	642	552	963
113832	埼玉県	児玉郡神川町	計	14313	530	595	739	832	777	775	823	936	939	882	941	1167	1231	838	701	632	975
113859	埼玉県	児玉郡上里町	計	30643	1321	1583	1619	1710	1606	1753	2044	2430	1987	1846	1928	2326	2661	1756	1294	1115	1664
114006	埼玉県	大里郡	計	36190	1208	1382	1700	1962	1983	1811	1899	2416	2242	2188	2520	2816	3357	2462	2053	1698	2493
114081	埼玉県	大里郡寄居町	計	36190	1208	1382	1700	1962	1983	1811	1899	2416	2242	2188	2520	2816	3357	2462	2053	1698	2493
114405	埼玉県	南埼玉郡	計	83249	3094	3473	3809	4159	4404	4459	5059	6564	5792	5151	5035	5917	7578	6356	4997	3472	3930
114421	埼玉県	南埼玉郡宮代町	計	32891	1078	1235	1367	1491	1811	1705	1937	2461	2164	1842	1848	2422	3309	2826	2256	1516	1623
114456	埼玉県	南埼玉郡白岡町	計	50358	2016	2238	2442	2668	2593	2754	3122	4103	3628	3309	3187	3495	4269	3530	2741	1956	2307
114600	埼玉県	北葛飾郡	計	78191	3056	3554	4021	4001	4038	4107	4674	6347	5862	4601	4501	5567	7458	5808	4484	2894	3218
114642	埼玉県	北葛飾郡杉戸町	計	47168	1830	2009	2235	2276	2445	2487	2861	3763	3280	2750	2727	3451	4623	3707	2795	1845	2084
114651	埼玉県	北葛飾郡松伏町	計	31023	1226	1545	1786	1725	1593	1620	1813	2584	2582	1851	1774	2116	2835	2101	1689	1049	1134
120006	千葉県		計	6161921	264440	273884	283568	281884	317445	373717	419547	513400	467083	392182	354170	401080	516394	406373	335941	254712	306101
