団体コード	都道府県名	市区町村名	性別	総数	0～4	5～9	10～14	15～19	20～24	25～29	30～34	35～39	40～44	45～49	50～54	55～59	60～64	65～69	70～74	75～79	80～
012335	北海道	伊達市	計	36670	1299	1433	1603	1656	1332	1476	1850	2546	2200	2088	2208	2737	3397	2711	2606	2297	3231
012343	北海道	北広島市	計	60465	2142	2850	3045	3174	2850	2663	3327	4500	4173	3850	3932	4692	5853	4273	3273	2472	3396
012351	北海道	石狩市	計	60878	2399	2896	2885	2913	2631	2859	3765	4461	3817	3452	3531	4907	6405	4190	3244	2598	3925
012360	北海道	北斗市	計	49100	2122	2472	2637	2469	2056	2248	3022	3877	3445	3327	3022	3517	3992	2882	2559	2323	3130
013030	北海道	石狩郡当別町	計	18497	470	673	959	1204	996	786	729	1085	1178	1432	1394	1402	1616	1245	1068	912	1348
013048	北海道	石狩郡新篠津村	計	3554	111	130	156	224	159	144	192	219	175	208	223	260	266	229	248	228	382
013315	北海道	松前郡松前町	計	9116	170	258	345	338	193	230	368	480	521	491	565	828	940	793	814	738	1044
013323	北海道	松前郡福島町	計	5120	92	140	192	170	141	146	208	234	256	267	346	505	528	436	455	406	598
013331	北海道	上磯郡知内町	計	5180	190	210	218	222	181	229	263	277	275	292	348	440	498	344	373	319	501
013340	北海道	上磯郡木古内町	計	5226	101	125	196	214	153	148	171	273	235	305	315	463	490	457	456	477	647
013374	北海道	亀田郡七飯町	計	28783	981	1196	1389	1421	1048	1193	1416	1998	1802	1866	1816	2294	2688	1964	1753	1628	2330
013439	北海道	茅部郡鹿部町	計	4530	168	163	200	237	211	208	202	238	272	256	297	332	478	414	327	239	288
013455	北海道	茅部郡森町	計	17920	593	764	817	732	612	769	911	1117	1073	1000	1095	1452	1764	1268	1205	1081	1667
013463	北海道	二海郡八雲町	計	18868	716	770	811	837	771	917	1127	1260	1090	1153	1243	1511	1677	1162	1070	1043	1710
013471	北海道	山越郡長万部町	計	6089	179	181	214	204	203	221	275	298	264	347	389	508	536	404	506	575	785
013617	北海道	檜山郡江差町	計	8940	281	368	363	337	269	364	506	618	554	527	611	721	758	619	618	583	843
013625	北海道	檜山郡上ノ国町	計	5892	152	220	259	285	153	197	282	308	308	347	377	486	601	453	439	447	578
013633	北海道	檜山郡厚沢部町	計	4537	151	164	175	169	123	186	208	239	217	268	290	381	417	308	344	355	542
013641	北海道	爾志郡乙部町	計	4418	135	174	180	178	124	149	191	243	245	221	265	377	415	354	373	332	462
013676	北海道	奥尻郡奥尻町	計	3160	99	122	113	112	129	152	162	160	158	177	234	261	271	224	230	242	314
013706	北海道	瀬棚郡今金町	計	6045	178	223	242	279	173	222	293	362	281	358	368	498	531	421	430	457	729
013714	北海道	久遠郡せたな町	計	9699	272	333	395	354	236	338	416	547	467	485	584	844	846	765	796	757	1264
013919	北海道	島牧郡島牧村	計	1855	46	64	61	76	63	61	83	93	105	103	114	116	162	143	163	153	249
013927	北海道	寿都郡寿都町	計	3384	87	97	141	125	86	123	183	196	164	159	201	285	322	278	246	262	429
013935	北海道	寿都郡黒松内町	計	3196	115	118	165	141	136	136	145	200	165	173	214	208	228	204	204	235	409
013943	北海道	磯谷郡蘭越町	計	5366	145	216	266	261	160	188	214	288	287	337	351	432	479	358	395	373	616
013951	北海道	虻田郡ニセコ町	計	4668	203	185	205	202	163	195	283	398	312	307	288	343	393	261	266	254	410
013960	北海道	虻田郡真狩村	計	2212	79	85	68	106	73	82	154	147	103	134	156	162	187	154	117	140	265
013978	北海道	虻田郡留寿都村	計	1992	105	86	75	79	94	151	131	121	102	121	141	150	117	101	99	114	205
013986	北海道	虻田郡喜茂別町	計	2449	82	85	60	77	77	119	131	147	135	143	147	163	229	202	188	185	279
013994	北海道	虻田郡京極町	計	3402	159	141	139	127	117	135	187	245	211	172	198	262	295	200	229	229	356
014001	北海道	虻田郡倶知安町	計	15367	773	759	671	599	596	834	1142	1335	1113	959	1008	1050	1206	861	786	684	991
014010	北海道	岩内郡共和町	計	6566	268	251	308	282	270	305	361	450	380	405	406	471	503	428	432	386	660
014028	北海道	岩内郡岩内町	計	14874	471	563	625	724	541	654	682	949	933	929	906	1136	1288	1084	1164	980	1245
014036	北海道	古宇郡泊村	計	1911	80	82	89	91	50	70	95	118	83	110	120	145	144	128	126	135	245
014044	北海道	古宇郡神恵内村	計	1038	36	32	30	28	24	40	42	58	60	52	60	95	91	67	78	86	159
014052	北海道	積丹郡積丹町	計	2549	59	71	88	87	43	68	81	125	146	137	151	198	254	190	231	244	376
014061	北海道	古平郡古平町	計	3751	102	85	107	125	122	146	153	204	222	216	239	290	334	286	343	330	447
014079	北海道	余市郡仁木町	計	3780	106	120	168	166	143	119	159	181	205	215	199	327	383	289	285	283	432
014087	北海道	余市郡余市町	計	21232	699	762	897	935	753	860	980	1257	1191	1209	1264	1714	2055	1538	1575	1431	2112
014095	北海道	余市郡赤井川村	計	1231	64	51	56	38	40	49	68	89	84	64	67	104	106	83	80	75	113
014231	北海道	空知郡南幌町	計	8718	224	287	440	656	480	361	299	462	566	797	763	662	696	493	496	464	572
014249	北海道	空知郡奈井江町	計	6300	150	226	286	254	219	192	276	373	341	369	383	519	549	477	500	451	735
014257	北海道	空知郡上砂川町	計	3913	89	113	139	147	105	93	148	205	158	157	215	296	388	374	388	364	534
014273	北海道	夕張郡由仁町	計	6018	154	223	238	259	243	220	272	320	305	356	374	501	512	451	480	443	667
014281	北海道	夕張郡長沼町	計	11944	419	416	500	586	564	574	523	725	692	763	821	863	1013	819	793	760	1113
014290	北海道	夕張郡栗山町	計	13393	400	487	577	601	501	493	656	828	744	727	772	1006	1243	1015	1027	911	1405
014303	北海道	樺戸郡月形町	計	3814	104	99	126	169	179	158	182	215	189	216	262	294	326	257	261	285	492
014311	北海道	樺戸郡浦臼町	計	2224	62	67	96	73	71	83	107	126	89	112	128	187	206	167	166	181	303
014320	北海道	樺戸郡新十津川町	計	7189	228	285	338	309	241	246	295	404	444	440	446	527	663	532	574	504	713
014338	北海道	雨竜郡妹背牛町	計	3565	105	99	133	155	105	122	149	148	190	183	203	290	365	282	317	288	431
014346	北海道	雨竜郡秩父別町	計	2760	79	69	111	128	94	107	116	133	148	137	185	192	236	207	210	259	349
014362	北海道	雨竜郡雨竜町	計	2874	78	107	129	168	88	99	148	150	157	160	169	216	257	185	218	217	328
014371	北海道	雨竜郡北竜町	計	2211	57	61	93	112	73	79	97	92	125	100	147	145	183	200	171	171	305
014389	北海道	雨竜郡沼田町	計	3627	99	117	126	160	151	128	156	192	176	219	225	265	332	262	281	275	463
014524	北海道	上川郡鷹栖町	計	7495	311	423	401	297	217	254	447	552	475	443	481	538	634	496	464	429	633
014532	北海道	上川郡東神楽町	計	9549	379	565	640	568	368	355	446	693	760	705	648	644	704	544	480	460	590
014541	北海道	上川郡当麻町	計	7200	203	280	320	303	238	227	308	395	393	415	453	478	706	500	579	524	878
014559	北海道	上川郡比布町	計	4158	109	135	161	148	162	154	159	239	207	230	263	302	374	330	353	341	491
014567	北海道	上川郡愛別町	計	3344	88	105	134	125	103	111	129	183	173	163	197	250	325	292	258	297	411
014575	北海道	上川郡上川町	計	4227	111	161	161	150	141	156	180	181	210	214	249	330	393	319	397	407	467
014583	北海道	上川郡東川町	計	7801	298	364	396	417	251	248	401	538	526	444	434	537	758	563	468	447	711
014591	北海道	上川郡美瑛町	計	10955	326	416	502	437	337	418	504	675	671	654	634	810	946	774	841	829	1181
014605	北海道	空知郡上富良野町	計	11759	538	531	540	563	605	682	755	755	715	681	692	744	958	712	751	680	857
014613	北海道	空知郡中富良野町	計	5572	240	270	271	255	172	212	324	309	304	365	367	398	451	311	399	395	529
014621	北海道	空知郡南富良野町	計	2850	89	109	107	138	149	149	147	183	181	167	174	197	199	158	187	190	326
014630	北海道	勇払郡占冠村	計	1167	41	43	42	45	36	57	78	103	74	80	86	91	102	55	57	85	92
014648	北海道	上川郡和寒町	計	3887	130	128	138	133	118	143	176	191	199	178	222	260	363	328	327	299	554
014656	北海道	上川郡剣淵町	計	3632	96	141	140	163	132	152	176	192	158	197	241	306	314	250	236	274	464
014681	北海道	上川郡下川町	計	3665	98	140	126	125	92	119	175	224	178	194	222	273	345	285	302	292	475
014699	北海道	中川郡美深町	計	5021	151	163	225	181	143	178	270	315	243	274	282	412	430	359	393	393	609
014702	北海道	中川郡音威子府村	計	827	15	16	20	105	30	25	24	40	24	45	88	102	64	45	57	56	71
014711	北海道	中川郡中川町	計	1850	55	66	58	75	48	66	82	97	108	119	121	124	159	136	176	143	217
014729	北海道	雨竜郡幌加内町	計	1712	58	68	66	70	46	75	69	94	88	80	95	120	157	140	142	143	201
014818	北海道	増毛郡増毛町	計	5209	134	178	167	184	160	179	204	276	259	288	276	391	498	402	393	447	773
014826	北海道	留萌郡小平町	計	3669	106	112	133	151	104	144	155	230	200	207	229	302	298	279	307	275	437
014834	北海道	苫前郡苫前町	計	3596	107	132	148	150	97	106	153	183	213	205	215	256	293	282	308	315	433
014842	北海道	苫前郡羽幌町	計	8152	274	307	273	302	239	288	392	441	436	419	480	653	781	641	665	602	959
014851	北海道	苫前郡初山別村	計	1407	47	41	65	57	47	43	52	79	75	86	114	108	106	100	96	123	168
014869	北海道	天塩郡遠別町	計	3067	113	118	128	134	83	92	130	161	156	179	214	247	261	205	244	247	355
014877	北海道	天塩郡天塩町	計	3623	140	139	158	150	115	172	219	172	201	212	248	324	345	220	233	214	361
015113	北海道	宗谷郡猿払村	計	2805	149	156	131	128	147	151	149	183	162	197	218	218	206	132	123	130	225
015121	北海道	枝幸郡浜頓別町	計	4099	144	181	171	174	132	159	227	261	224	250	287	364	400	266	284	235	340
015130	北海道	枝幸郡中頓別町	計	1993	55	70	77	67	47	60	113	122	97	95	130	165	190	165	138	134	268
015148	北海道	枝幸郡枝幸町	計	9146	332	405	405	415	295	365	475	604	499	561	615	743	815	637	607	570	803
015164	北海道	天塩郡豊富町	計	4394	160	175	179	206	138	229	240	239	246	253	341	425	366	269	251	254	423
015172	北海道	礼文郡礼文町	計	2975	111	100	99	124	100	130	161	148	157	157	207	270	269	185	207	209	341
015181	北海道	利尻郡利尻町	計	2438	77	83	74	96	72	93	124	122	131	119	159	192	222	166	195	189	324
015199	北海道	利尻郡利尻富士町	計	2915	126	110	97	110	79	109	152	137	150	167	198	225	230	177	204	231	413
015202	北海道	天塩郡幌延町	計	2614	126	108	87	112	100	152	183	169	131	164	197	252	213	143	152	129	196
015431	北海道	網走郡美幌町	計	21652	816	883	949	942	954	1058	1159	1298	1256	1388	1427	1591	1947	1420	1433	1369	1762
015440	北海道	網走郡津別町	計	5744	157	162	247	255	171	148	250	285	274	318	324	455	556	447	490	469	736
015458	北海道	斜里郡斜里町	計	12634	504	482	543	555	531	646	710	773	694	796	828	1039	1119	836	804	717	1057
015466	北海道	斜里郡清里町	計	4557	161	183	196	206	167	183	217	273	222	255	298	337	391	306	345	315	502
015474	北海道	斜里郡小清水町	計	5416	196	199	218	228	218	227	263	323	248	343	363	401	474	371	401	365	578
015491	北海道	常呂郡訓子府町	計	5572	199	216	259	217	215	219	254	311	302	310	381	431	511	398	371	386	592
015504	北海道	常呂郡置戸町	計	3384	102	111	127	135	110	133	144	158	175	163	198	255	302	266	267	276	462
015521	北海道	常呂郡佐呂間町	計	5876	213	223	231	262	196	217	261	352	308	319	330	454	569	388	442	436	675
015555	北海道	紋別郡遠軽町	計	22219	834	930	980	951	850	1003	1179	1346	1272	1232	1301	1561	1927	1583	1605	1518	2147
015598	北海道	紋別郡湧別町	計	10083	325	421	471	467	333	383	477	558	522	591	666	742	859	687	749	709	1123
015601	北海道	紋別郡滝上町	計	3067	80	89	102	109	104	105	101	157	132	175	229	239	288	216	264	252	425
015610	北海道	紋別郡興部町	計	4262	156	165	227	174	150	179	220	269	257	253	338	327	354	257	314	255	367
015628	北海道	紋別郡西興部村	計	1150	47	28	43	38	58	78	89	47	42	79	84	83	67	64	80	74	149
015636	北海道	紋別郡雄武町	計	4826	164	178	183	191	193	232	224	295	285	301	325	385	405	341	351	331	442
015644	北海道	網走郡大空町	計	8138	341	336	379	373	317	317	416	525	449	491	541	618	719	485	485	489	857
015717	北海道	虻田郡豊浦町	計	4424	120	155	182	172	205	193	215	263	227	256	262	339	386	287	331	300	531
015750	北海道	有珠郡壮瞥町	計	2884	110	109	118	117	91	108	137	170	146	154	188	210	257	221	202	214	332
015784	北海道	白老郡白老町	計	19483	488	618	774	864	642	712	818	1038	1089	1021	1074	1644	2139	1845	1604	1324	1789
015814	北海道	勇払郡厚真町	計	4870	180	174	198	227	203	202	234	265	217	279	304	365	421	354	345	369	533
015849	北海道	虻田郡洞爺湖町	計	10122	304	335	370	472	383	398	483	521	518	554	627	774	973	801	818	720	1071
015857	北海道	勇払郡安平町	計	8959	295	347	401	431	387	412	437	568	560	505	544	587	812	653	586	592	842
015865	北海道	勇払郡むかわ町	計	9625	282	337	427	442	355	383	419	533	486	559	619	808	890	730	697	646	1012
016012	北海道	沙流郡日高町	計	13692	567	544	562	614	527	646	830	923	750	759	857	1082	1152	934	866	829	1250
016021	北海道	沙流郡平取町	計	5592	212	205	253	289	189	206	274	361	331	346	338	428	495	404	366	372	523
016047	北海道	新冠郡新冠町	計	5828	232	261	245	278	219	270	365	405	355	309	375	452	470	359	335	316	582
016071	北海道	浦河郡浦河町	計	14092	513	585	682	648	609	640	851	971	861	885	936	1133	1134	885	848	790	1121
016080	北海道	様似郡様似町	計	5177	163	189	217	219	174	213	247	308	292	293	329	480	470	348	365	327	543
016098	北海道	幌泉郡えりも町	計	5456	265	246	237	273	219	300	339	310	334	300	391	447	432	309	313	292	449
016101	北海道	日高郡新ひだか町	計	25451	991	1010	1191	1223	973	1316	1482	1654	1523	1629	1518	1909	2178	1653	1668	1539	1994
016314	北海道	河東郡音更町	計	45600	2222	2502	2501	2336	1875	2283	2876	3576	3161	3033	2660	2945	3490	2670	2413	2120	2937
016322	北海道	河東郡士幌町	計	6579	309	306	286	291	297	344	349	363	379	382	445	551	534	338	373	370	662
016331	北海道	河東郡上士幌町	計	5171	207	200	198	180	213	251	280	278	284	263	341	413	429	344	391	359	540
016349	北海道	河東郡鹿追町	計	5646	257	273	264	258	312	290	350	374	305	362	347	402	437	303	327	320	465
016357	北海道	上川郡新得町	計	6628	212	228	232	277	245	284	334	391	383	398	404	495	599	465	515	482	684
016365	北海道	上川郡清水町	計	10232	362	404	396	490	447	452	520	580	585	571	633	792	905	697	729	679	990
016373	北海道	河西郡芽室町	計	19369	932	1087	1072	998	786	891	1195	1503	1304	1288	1165	1308	1484	1030	1046	947	1333
016381	北海道	河西郡中札内村	計	4041	167	154	197	296	180	185	197	276	296	256	281	246	296	235	241	223	315
016390	北海道	河西郡更別村	計	3418	149	153	180	181	163	163	207	213	208	213	217	249	222	172	208	209	311
016411	北海道	広尾郡大樹町	計	6040	253	242	226	249	261	301	354	370	314	307	379	457	534	415	380	391	607
016420	北海道	広尾郡広尾町	計	8043	278	326	390	398	290	311	391	473	457	486	532	687	725	520	587	505	687
016438	北海道	中川郡幕別町	計	27461	1055	1279	1478	1390	1099	1220	1525	1860	1765	1772	1774	1947	2424	1796	1661	1386	2030
016446	北海道	中川郡池田町	計	7690	194	271	347	366	249	256	303	401	431	449	452	590	745	586	593	597	860
016454	北海道	中川郡豊頃町	計	3558	102	137	133	145	142	129	168	182	175	193	254	284	309	257	264	277	407
016462	北海道	中川郡本別町	計	8264	270	299	327	400	243	270	389	456	450	467	483	672	800	640	606	590	902
016471	北海道	足寄郡足寄町	計	7762	278	309	275	310	245	303	366	450	395	425	510	604	722	569	565	576	860
016489	北海道	足寄郡陸別町	計	2720	83	75	108	98	81	113	116	159	139	160	166	208	245	221	201	199	348
016497	北海道	十勝郡浦幌町	計	5667	175	188	218	228	210	246	218	283	255	345	377	486	566	384	422	432	634
016616	北海道	釧路郡釧路町	計	20864	762	954	1068	1268	1092	1141	1166	1443	1380	1483	1575	1762	1756	1138	1060	835	981
016624	北海道	厚岸郡厚岸町	計	10654	359	409	482	531	411	473	507	615	609	689	723	861	903	707	780	690	905
016632	北海道	厚岸郡浜中町	計	6602	241	311	306	312	275	341	361	373	372	446	478	563	538	377	381	358	569
016641	北海道	川上郡標茶町	計	8383	361	350	357	382	337	392	406	474	453	509	626	697	660	538	555	499	787
016659	北海道	川上郡弟子屈町	計	8258	297	320	343	341	235	322	388	486	459	513	554	687	781	681	607	518	726
016675	北海道	阿寒郡鶴居村	計	2536	107	115	139	119	84	105	123	176	136	149	183	209	222	155	152	141	221
016683	北海道	白糠郡白糠町	計	9560	272	332	402	461	328	428	432	487	556	570	598	807	923	699	741	643	881
016918	北海道	野付郡別海町	計	16101	857	887	783	760	772	918	1055	1100	902	976	1154	1300	1268	860	704	736	1069
016926	北海道	標津郡中標津町	計	24130	1205	1323	1219	1158	1088	1385	1772	1914	1719	1563	1578	1769	1796	1271	1174	970	1226
016934	北海道	標津郡標津町	計	5735	214	275	306	303	219	249	349	393	379	356	375	408	501	376	342	295	395
016942	北海道	目梨郡羅臼町	計	5935	211	281	285	361	249	320	283	392	404	455	428	474	418	339	379	295	361
016951	北海道	色丹郡色丹村	計	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016969	北海道	国後郡泊村	計	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016977	北海道	国後郡留夜別村	計	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016985	北海道	択捉郡留別村	計	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016993	北海道	紗那郡紗那村	計	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
017001	北海道	蘂取郡蘂取村	計	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
020001	青森県		計	1395886	49828	57627	66380	69673	59743	67849	78830	90177	87808	88978	95608	108050	121470	87234	83820	80412	102399
022012	青森県	青森市	計	302957	11333	12837	14104	14718	13477	15205	18714	21366	20084	20035	20989	22525	26518	18952	17102	15546	19452
022021	青森県	弘前市	計	182884	6431	7374	8553	9319	8802	9256	10329	11753	11278	11982	12315	13214	15703	11398	10951	10607	13619
022039	青森県	八戸市	計	240789	9386	10588	12094	12864	10660	12058	14131	16923	16519	15585	15993	18294	20629	15274	13684	12180	13927
022047	青森県	黒石市	計	37037	1175	1559	1949	1967	1633	1823	2172	2229	2231	2392	2546	2938	3280	2194	2164	2086	2699
022055	青森県	五所川原市	計	60568	1899	2471	3011	3020	2387	2685	3149	3596	3836	4155	4391	4736	5011	3747	3993	3862	4619
022063	青森県	十和田市	計	65694	2403	2834	3349	3342	2721	3006	3805	4219	4125	4061	4408	5255	6108	4097	3784	3669	4508
022071	青森県	三沢市	計	42206	2222	2202	2322	2241	2026	2668	2844	3247	2921	2648	2670	2830	2893	2055	1971	2008	2438
022080	青森県	むつ市	計	63838	2445	2799	3105	3144	2435	3123	3765	4326	4017	3968	4288	5136	5617	4082	3655	3412	4521
022098	青森県	つがる市	計	37094	1184	1411	1622	1688	1483	1766	1840	2018	2071	2269	2648	2902	3196	2224	2541	2622	3609
022101	青森県	平川市	計	33916	1131	1304	1626	1640	1376	1714	1863	2051	1980	2095	2323	2661	2937	2081	2200	2138	2796
023001	青森県	東津軽郡	計	27196	675	779	947	1120	1000	1055	1217	1346	1307	1462	1973	2434	2734	1960	2012	2154	3021
023019	青森県	東津軽郡平内町	計	12960	394	409	474	607	542	572	655	643	658	688	997	1218	1314	874	814	864	1237
023035	青森県	東津軽郡今別町	計	3402	33	73	98	103	103	92	106	145	133	166	247	282	365	273	322	378	483
023043	青森県	東津軽郡蓬田村	計	3241	98	104	128	142	127	142	155	175	149	196	222	275	297	212	229	242	348
023078	青森県	東津軽郡外ヶ浜町	計	7593	150	193	247	268	228	249	301	383	367	412	507	659	758	601	647	670	953
023205	青森県	西津軽郡	計	22014	542	643	860	980	663	836	946	1002	1109	1263	1538	1826	2019	1620	1779	1859	2529
023213	青森県	西津軽郡鰺ヶ沢町	計	11989	327	339	472	555	424	532	513	558	626	735	877	982	1069	798	890	958	1334
023230	青森県	西津軽郡深浦町	計	10025	215	304	388	425	239	304	433	444	483	528	661	844	950	822	889	901	1195
023400	青森県	中津軽郡	計	1559	41	47	53	66	63	76	62	73	81	106	94	106	139	95	110	140	207
023434	青森県	中津軽郡西目屋村	計	1559	41	47	53	66	63	76	62	73	81	106	94	106	139	95	110	140	207
023604	青森県	南津軽郡	計	36033	1110	1323	1514	1753	1455	1689	1886	1985	2031	2250	2543	2869	3159	2286	2470	2474	3236
023612	青森県	南津軽郡藤崎町	計	16108	543	649	735	840	712	811	851	972	948	1037	1137	1271	1305	921	990	1031	1355
023621	青森県	南津軽郡大鰐町	計	11531	277	359	448	511	415	438	530	567	624	708	805	922	1126	826	920	880	1175
023671	青森県	南津軽郡田舎館村	計	8394	290	315	331	402	328	440	505	446	459	505	601	676	728	539	560	563	706
023809	青森県	北津軽郡	計	43046	1218	1584	1943	2050	1637	1831	2037	2285	2566	2679	3000	3493	3792	2823	3085	3099	3924
023817	青森県	北津軽郡板柳町	計	15397	453	582	720	759	617	693	765	853	940	985	1052	1195	1314	991	1100	1040	1338
023841	青森県	北津軽郡鶴田町	計	14394	439	586	706	700	556	624	708	815	870	914	931	1131	1211	904	975	999	1325
023876	青森県	北津軽郡中泊町	計	13255	326	416	517	591	464	514	564	617	756	780	1017	1167	1267	928	1010	1060	1261
024007	青森県	上北郡	計	104185	3834	4405	4999	4984	4135	5012	5746	6701	6148	6181	7079	8679	9279	6362	6188	6153	8300
024015	青森県	上北郡野辺地町	計	14759	468	560	608	643	544	698	783	873	804	847	1080	1261	1406	1042	968	910	1264
024023	青森県	上北郡七戸町	計	17722	550	612	794	867	579	736	870	1028	896	1002	1193	1542	1719	1240	1134	1217	1743
024058	青森県	上北郡六戸町	計	10524	345	447	500	473	370	449	527	626	615	596	720	955	946	670	660	713	912
024066	青森県	上北郡横浜町	計	5135	146	187	228	218	215	261	264	296	277	277	307	413	466	354	395	361	470
