団体コード	都道府県名	市区町村名	性別	総数	0～4	5～9	10～14	15～19	20～24	25～29	30～34	35～39	40～44	45～49	50～54	55～59	60～64	65～69	70～74	75～79	80～
015857	北海道	勇払郡安平町	女	4532	157	162	190	214	160	175	194	268	256	248	262	282	429	344	322	349	520
015865	北海道	勇払郡むかわ町	女	4903	143	164	204	195	168	159	193	245	243	258	292	384	469	407	385	358	636
016012	北海道	沙流郡日高町	女	6889	272	271	273	285	237	254	384	428	333	391	402	540	600	495	451	466	807
016021	北海道	沙流郡平取町	女	2901	106	105	121	154	94	92	120	193	168	161	158	215	253	227	184	207	343
016047	北海道	新冠郡新冠町	女	3019	123	121	116	155	109	117	158	195	177	149	180	232	242	181	192	174	398
016071	北海道	浦河郡浦河町	女	7188	247	264	330	320	316	294	392	460	426	430	434	546	597	479	451	464	738
016080	北海道	様似郡様似町	女	2708	77	92	100	117	75	96	119	149	152	142	174	233	235	201	190	185	371
016098	北海道	幌泉郡えりも町	女	2744	127	113	125	132	99	126	153	135	155	131	204	227	205	174	171	175	292
016101	北海道	日高郡新ひだか町	女	13054	516	475	574	590	448	627	668	800	794	814	722	963	1123	911	943	822	1264
016314	北海道	河東郡音更町	女	23859	1097	1193	1176	1191	995	1202	1507	1842	1624	1563	1327	1543	1808	1453	1283	1176	1879
016322	北海道	河東郡士幌町	女	3443	148	154	151	127	163	154	169	196	184	182	235	268	267	184	203	207	451
016331	北海道	河東郡上士幌町	女	2662	96	99	103	84	106	121	129	128	140	124	165	215	217	191	221	202	321
016349	北海道	河東郡鹿追町	女	2847	119	133	122	123	140	130	166	183	159	179	183	192	215	169	177	168	289
016357	北海道	上川郡新得町	女	3362	84	116	114	138	118	128	169	185	197	190	186	229	308	252	268	261	419
016365	北海道	上川郡清水町	女	5249	170	192	198	234	202	228	246	273	281	292	312	395	464	383	388	376	615
016373	北海道	河西郡芽室町	女	10045	459	542	535	490	366	449	612	733	717	616	595	676	752	549	578	522	854
016381	北海道	河西郡中札内村	女	2051	91	77	104	126	88	99	90	135	138	123	126	118	165	137	132	116	186
016390	北海道	河西郡更別村	女	1727	67	77	86	94	56	75	96	102	95	116	109	116	116	108	108	123	183
016411	北海道	広尾郡大樹町	女	3118	126	134	107	132	117	133	165	177	151	152	194	225	279	220	204	211	391
016420	北海道	広尾郡広尾町	女	4153	131	162	180	177	133	151	191	221	240	237	270	342	380	288	329	271	450
016438	北海道	中川郡幕別町	女	14378	518	640	732	695	536	637	762	963	912	927	897	1049	1269	938	888	737	1278
016446	北海道	中川郡池田町	女	4106	99	143	176	188	121	129	165	184	218	223	222	324	386	326	316	333	553
016454	北海道	中川郡豊頃町	女	1848	49	67	73	78	70	60	74	92	86	99	116	142	168	139	144	151	240
016462	北海道	中川郡本別町	女	4214	126	151	145	166	102	112	193	218	237	226	227	343	405	358	331	321	553
016471	北海道	足寄郡足寄町	女	3998	134	156	137	148	119	130	168	210	199	194	264	295	372	316	311	319	526
016489	北海道	足寄郡陸別町	女	1361	44	41	47	46	37	58	48	68	68	70	70	100	133	122	106	96	207
016497	北海道	十勝郡浦幌町	女	2969	89	101	113	107	99	108	101	140	145	158	190	240	293	226	223	244	392
016616	北海道	釧路郡釧路町	女	10775	359	458	518	622	539	579	575	746	717	789	786	883	913	629	572	472	618
016624	北海道	厚岸郡厚岸町	女	5593	189	200	240	252	187	236	246	308	308	363	350	442	467	412	445	359	589
016632	北海道	厚岸郡浜中町	女	3401	120	170	146	164	126	153	186	175	183	232	229	261	271	201	208	205	371
016641	北海道	川上郡標茶町	女	4327	181	187	161	200	138	172	188	235	237	252	307	366	327	302	314	270	490
016659	北海道	川上郡弟子屈町	女	4331	162	157	163	161	129	137	193	233	243	251	285	342	424	360	325	292	474
016675	北海道	阿寒郡鶴居村	女	1269	53	47	61	59	41	49	59	90	73	64	92	100	107	84	86	77	127
016683	北海道	白糠郡白糠町	女	5039	119	160	205	217	166	207	208	234	306	289	312	398	488	397	406	367	560
016918	北海道	野付郡別海町	女	8034	414	449	377	351	338	394	513	529	413	498	568	618	632	456	400	410	674
016926	北海道	標津郡中標津町	女	12323	567	655	634	590	532	702	865	946	844	770	794	937	893	691	658	499	746
016934	北海道	標津郡標津町	女	2947	110	152	146	151	101	121	168	191	179	171	179	203	269	202	188	151	265
016942	北海道	目梨郡羅臼町	女	2989	103	137	143	171	113	142	132	197	191	217	191	234	216	193	225	161	223
016951	北海道	色丹郡色丹村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016969	北海道	国後郡泊村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016977	北海道	国後郡留夜別村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016985	北海道	択捉郡留別村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016993	北海道	紗那郡紗那村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
017001	北海道	蘂取郡蘂取村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
020001	青森県		女	733456	24451	28096	32495	34447	29336	33297	38479	44630	44285	45052	48661	55070	62313	47564	47396	47772	70112
022012	青森県	青森市	女	161355	5607	6221	6943	7370	6867	7697	9393	10850	10321	10389	10826	11729	14088	10433	9697	9503	13421
022021	青森県	弘前市	女	98299	3161	3552	4145	4738	4315	4662	5244	6024	5866	6296	6513	7018	8277	6357	6282	6399	9450
022039	青森県	八戸市	女	125158	4665	5101	5908	6357	5231	6048	6922	8315	8279	7888	8130	9266	10656	8280	7564	7088	9460
022047	青森県	黒石市	女	19616	565	769	923	951	822	909	1079	1127	1129	1244	1305	1541	1687	1213	1247	1266	1839
022055	青森県	五所川原市	女	32453	954	1217	1469	1479	1164	1359	1555	1850	2051	2129	2307	2460	2589	2142	2302	2242	3184
022063	青森県	十和田市	女	34163	1198	1355	1662	1635	1292	1434	1822	2077	2069	2075	2237	2692	3094	2204	2081	2156	3080
022071	青森県	三沢市	女	21396	1043	1110	1135	1089	911	1207	1387	1551	1472	1301	1286	1373	1468	1132	1082	1214	1635
022080	青森県	むつ市	女	32942	1181	1396	1544	1538	1096	1440	1812	2094	1981	1902	2100	2623	2870	2144	2018	2004	3199
022098	青森県	つがる市	女	19489	580	692	813	798	706	829	895	964	1032	1120	1351	1449	1605	1231	1467	1528	2429
022101	青森県	平川市	女	17952	558	633	823	802	685	816	905	1011	992	1064	1212	1357	1515	1144	1277	1232	1926
023001	青森県	東津軽郡	女	14204	306	356	448	578	475	504	539	628	607	701	982	1214	1311	1050	1187	1269	2049
023019	青森県	東津軽郡平内町	女	6729	184	192	219	307	273	274	301	296	300	350	497	614	618	459	487	503	855
023035	青森県	東津軽郡今別町	女	1811	15	28	49	56	47	42	45	66	60	78	128	134	172	148	186	235	322
023043	青森県	東津軽郡蓬田村	女	1698	43	52	59	74	52	70	72	86	76	105	117	133	144	113	125	142	235
023078	青森県	東津軽郡外ヶ浜町	女	3966	64	84	121	141	103	118	121	180	171	168	240	333	377	330	389	389	637
023205	青森県	西津軽郡	女	11692	280	332	424	479	323	406	418	475	542	620	778	917	1014	875	1022	1074	1713
023213	青森県	西津軽郡鰺ヶ沢町	女	6406	168	177	241	270	212	259	229	259	321	367	451	499	520	426	513	573	921
023230	青森県	西津軽郡深浦町	女	5286	112	155	183	209	111	147	189	216	221	253	327	418	494	449	509	501	792
023400	青森県	中津軽郡	女	805	17	21	28	33	31	36	28	31	42	50	38	51	66	49	65	81	138
023434	青森県	中津軽郡西目屋村	女	805	17	21	28	33	31	36	28	31	42	50	38	51	66	49	65	81	138
023604	青森県	南津軽郡	女	19128	537	650	746	833	707	841	911	1004	995	1140	1288	1479	1584	1294	1436	1476	2207
023612	青森県	南津軽郡藤崎町	女	8535	260	317	373	403	349	391	406	510	470	528	588	637	671	517	578	611	926
023621	青森県	南津軽郡大鰐町	女	6199	134	180	233	244	196	221	270	275	305	354	416	463	561	468	549	517	813
023671	青森県	南津軽郡田舎館村	女	4394	143	153	140	186	162	229	235	219	220	258	284	379	352	309	309	348	468
023809	青森県	北津軽郡	女	22913	573	794	961	997	865	887	985	1128	1282	1367	1533	1757	1928	1544	1786	1837	2689
023817	青森県	北津軽郡板柳町	女	8312	217	291	368	389	346	336	365	422	491	513	538	623	685	540	636	618	934
023841	青森県	北津軽郡鶴田町	女	7631	208	290	353	350	283	303	352	410	420	449	461	572	625	486	577	581	911
023876	青森県	北津軽郡中泊町	女	6970	148	213	240	258	236	248	268	296	371	405	534	562	618	518	573	638	844
024007	青森県	上北郡	女	53421	1889	2206	2466	2401	2005	2345	2623	3159	2960	3011	3514	4198	4520	3352	3454	3651	5667
024015	青森県	上北郡野辺地町	女	7807	214	299	316	298	281	327	362	438	397	425	553	639	729	562	551	550	866
024023	青森県	上北郡七戸町	女	9203	283	310	383	412	275	343	393	487	431	482	597	733	832	665	641	734	1202
024058	青森県	上北郡六戸町	女	5419	172	214	234	249	193	229	239	299	296	275	358	456	455	352	363	425	610
024066	青森県	上北郡横浜町	女	2601	76	91	110	111	87	102	104	128	128	129	152	202	231	177	226	215	332
024082	青森県	上北郡東北町	女	10234	337	396	452	438	398	428	441	536	550	571	694	780	879	632	698	792	1212
024112	青森県	上北郡六ヶ所村	女	5237	257	258	229	238	240	292	349	349	265	293	330	382	377	257	314	317	490
024121	青森県	上北郡おいらせ町	女	12920	550	638	742	655	531	624	735	922	893	836	830	1006	1017	707	661	618	955
024201	青森県	下北郡	女	9077	302	325	399	424	332	371	442	444	492	424	611	739	730	568	669	715	1090
024236	青森県	下北郡大間町	女	3052	121	122	139	147	106	139	180	192	178	133	199	252	251	176	198	202	317
024244	青森県	下北郡東通村	女	3580	120	122	168	180	149	168	170	154	188	173	261	295	267	194	251	300	420
024252	青森県	下北郡風間浦村	女	1219	34	38	44	59	50	33	42	49	57	60	84	99	105	96	113	100	156
