平成28年1月1日住民基本台帳年齢階級別人口（市区町村別）（総計）※年齢階級別の外国人住民数が非公表となる市区町村がある場合や年齢不詳者がいる場合は、各年齢階級の合計と総数が一致しないことがあります。	Column	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25
団体コード	都道府県名	市区町村名	性別	総数	0～4歳	5～9	10～14	15～19	20～24	25～29	30～34	35～39	40～44	45～49	50～54	55～59	60～64	65～69	70～74	75～79	80～84	85～89	90～94	95～99	100歳以上
	合計		計	1.28066211E8	5178868	5470003	5672936	6061741	6296779	6744573	7594361	8518898	9959617	8868978	8112772	7571551	8393347	9880118	7562549	6283122	4985989	3106534	1371229	370096	62085
	合計		男	6.2464685E7	2654125	2805336	2907523	3105097	3227543	3457088	3870646	4337775	5061058	4486719	4078198	3777037	4141310	4788981	3515913	2785544	1999716	1052490	339767	64868	7931
	合計		女	6.5601526E7	2524743	2664667	2765413	2956644	3069236	3287485	3723715	4181123	4898559	4382259	4034574	3794514	4252037	5091137	4046636	3497578	2986273	2054044	1031462	305228	54154
010006	北海道		女	2848342	92713	100642	108613	115988	120557	126949	147633	170910	200148	183076	182050	178254	213698	244513	189317	167492	141668	96982	48840	14255	2381
011002	北海道	札幌市	女	1032336	35158	36756	37966	41366	50717	56600	63589	70407	80969	72997	69613	64019	72468	81354	59742	49467	42095	28489	13910	3945	709
011011	北海道	札幌市中央区	女	125980	4120	3941	3925	4325	7070	8685	9199	9438	10944	10067	9088	7465	7601	8444	6152	5261	4868	3265	1568	461	93
011029	北海道	札幌市北区	女	149086	5134	5787	5997	6471	8041	8043	8702	10085	11592	10345	9411	8900	10477	11857	8644	7086	5820	3997	1973	613	111
011037	北海道	札幌市東区	女	136161	5118	5120	5088	5493	6886	7993	8968	9698	11011	9525	8607	7786	9189	10530	7750	6328	5154	3617	1718	493	89
011045	北海道	札幌市白石区	女	110087	4087	3816	3881	4019	5265	6870	7853	8205	9219	8004	7466	6411	7032	7801	6025	5145	4443	2706	1395	375	69
011053	北海道	札幌市豊平区	女	117195	4057	3851	3843	4272	6093	7617	8255	8562	9458	8461	7888	7008	7504	8361	6422	5579	4785	3184	1534	382	79
011061	北海道	札幌市南区	女	75312	2041	2382	2596	3099	3352	2971	3460	4056	4770	4672	5170	5172	6176	7149	5307	4586	3915	2657	1338	376	67
011070	北海道	札幌市西区	女	114118	4013	3987	4198	4380	4868	5862	7022	7859	8990	8150	7750	7027	8061	9105	6894	5659	4888	3339	1563	436	67
011088	北海道	札幌市厚別区	女	69655	1942	2336	2562	3153	3139	3086	3326	3956	5116	4942	5058	4955	5497	6258	4565	3689	2970	1884	928	251	42
011096	北海道	札幌市手稲区	女	74425	2590	2932	3034	3179	3269	3140	3959	4741	5411	4625	4858	5006	6083	6810	4596	3525	2973	2209	1089	337	59
011100	北海道	札幌市清田区	女	60317	2056	2604	2842	2975	2734	2333	2845	3807	4458	4206	4317	4289	4848	5039	3387	2609	2279	1631	804	221	33
012025	北海道	函館市	女	146204	4130	4503	4798	5437	5507	5753	6769	8008	9735	9195	9153	9560	11501	13797	10664	9809	8492	5753	2802	729	109
012033	北海道	小樽市	女	67412	1584	1851	2157	2486	2397	2228	2462	3184	4121	3953	4040	3983	5528	6990	5584	5087	4474	3187	1634	412	70
012041	北海道	旭川市	女	184835	5913	6315	7051	7148	7326	7791	9234	10859	12762	11675	11501	11654	14180	16743	13277	11171	9350	6494	3265	962	164
012050	北海道	室蘭市	女	46088	1416	1447	1741	1724	1713	1686	2003	2288	2929	2595	2582	2444	3436	4626	4030	3474	2879	1835	926	272	42
012068	北海道	釧路市	女	93357	2821	3356	3595	3698	3876	3901	4520	5318	6378	5713	5749	5989	7762	8500	6550	5923	4699	2996	1523	423	67
012076	北海道	帯広市	女	88162	3339	3308	3344	3888	4272	4312	4806	5505	6283	5758	5769	5576	6387	7085	5557	4837	4005	2466	1225	369	71
012084	北海道	北見市	女	63542	2058	2239	2468	2633	2392	2518	3082	3750	4349	3867	4062	4049	4944	5720	4344	3997	3249	2251	1141	364	65
012092	北海道	夕張市	女	4824	67	96	98	122	106	86	121	149	211	189	257	270	404	514	516	541	491	331	164	49	12
012106	北海道	岩見沢市	女	45120	1315	1469	1670	1845	1799	1701	1899	2276	2944	2675	2877	3056	3633	4130	3252	3051	2690	1744	831	223	40
012114	北海道	網走市	女	19021	709	681	793	756	898	764	993	1066	1269	1072	1170	1258	1492	1719	1212	1073	952	681	346	99	18
012122	北海道	留萌市	女	11789	387	374	402	426	373	399	518	660	697	690	700	731	1006	1130	1010	875	671	423	253	55	9
012131	北海道	苫小牧市	女	88945	3465	3760	3895	3829	3791	4166	4914	5890	6604	5544	5427	5535	6863	7593	5330	4614	3681	2504	1181	326	33
012149	北海道	稚内市	女	18465	640	680	739	698	629	777	894	1088	1206	1169	1195	1214	1466	1692	1314	1207	928	585	253	80	11
012157	北海道	美唄市	女	12329	247	314	377	454	426	302	460	551	671	689	709	802	1006	1244	1019	1039	928	626	317	110	14
012165	北海道	芦別市	女	8130	137	190	206	286	238	208	220	295	418	416	456	541	686	868	739	750	683	440	227	99	0
012173	北海道	江別市	女	62718	1826	2256	2608	3123	3133	2516	2736	3370	4239	4287	4569	4352	4955	5221	3970	3420	2910	1952	927	299	49
012181	北海道	赤平市	女	5978	100	132	172	175	165	133	191	245	291	295	380	356	517	666	573	575	460	319	163	63	7
012190	北海道	紋別市	女	12325	370	367	399	427	422	490	585	667	710	714	791	814	954	1169	966	907	747	485	277	54	10
012203	北海道	士別市	女	10667	279	315	411	429	291	313	404	492	614	614	653	686	852	1001	863	877	688	504	276	86	19
012211	北海道	名寄市	女	14667	552	573	561	591	622	583	791	853	918	820	838	875	1038	1262	1002	995	850	556	277	91	19
012220	北海道	三笠市	女	5070	112	120	134	197	112	139	141	181	230	210	261	256	410	531	463	500	496	322	183	59	8
012238	北海道	根室市	女	14411	469	455	565	598	582	567	649	732	865	912	958	941	1154	1254	1134	1052	717	506	220	71	10
012246	北海道	千歳市	女	47179	2190	2222	2213	2265	2476	2684	3093	3467	3763	3166	2794	2684	3001	3304	2508	2049	1631	983	531	138	17
012254	北海道	滝川市	女	21943	681	738	748	907	853	857	967	1206	1456	1315	1357	1313	1797	2028	1618	1548	1185	781	444	126	18
012262	北海道	砂川市	女	9546	242	293	382	359	353	365	378	460	567	522	564	574	750	878	751	753	603	442	205	82	11
012271	北海道	歌志内市	女	1957	12	28	51	57	51	35	55	72	80	79	109	125	182	208	200	172	201	144	70	22	1
012289	北海道	深川市	女	11697	306	298	387	433	386	331	444	553	626	690	652	733	948	1142	1073	922	847	565	254	81	26
012297	北海道	富良野市	女	12120	407	431	527	580	465	486	577	680	781	782	772	787	834	980	833	762	654	478	224	68	12
012301	北海道	登別市	女	26248	759	923	1008	1096	1032	981	1139	1414	1718	1549	1554	1515	2033	2598	2106	1806	1403	941	506	148	19
012319	北海道	恵庭市	女	35444	1364	1539	1653	1816	1735	1580	1919	2267	2612	2361	2263	2113	2531	2766	2114	1856	1467	907	437	134	10
012335	北海道	伊達市	女	18977	542	696	693	778	655	613	799	1051	1279	1144	1077	1181	1462	1772	1477	1369	1069	768	415	123	14
012343	北海道	北広島市	女	30782	912	1188	1442	1471	1243	1054	1354	1801	2326	2050	2024	2057	2490	2998	2125	1574	1190	884	440	130	29
012351	北海道	石狩市	女	30593	1013	1268	1466	1355	1116	1052	1431	1981	2187	1797	1686	1818	2609	3147	2020	1600	1308	1003	525	185	26
012360	北海道	北斗市	女	25198	821	1075	1227	1200	1028	985	1174	1519	1978	1774	1681	1518	1819	2010	1509	1347	1201	787	406	118	21
013030	北海道	石狩郡当別町	女	8731	159	254	333	503	406	311	304	330	529	607	712	633	674	801	630	529	420	324	186	55	5
013048	北海道	石狩郡新篠津村	女	1728	56	54	66	63	77	74	64	96	102	87	99	95	124	126	127	140	106	92	56	18	5
013315	北海道	松前郡松前町	女	4230	69	81	120	137	76	82	109	165	202	197	208	277	379	473	435	402	365	254	125	39	6
013323	北海道	松前郡福島町	女	2413	46	51	78	75	40	58	59	75	108	112	136	171	246	258	216	235	183	148	66	15	5
013331	北海道	上磯郡知内町	女	2415	70	83	92	86	61	67	92	120	133	139	138	172	198	224	194	173	162	124	59	22	3
013340	北海道	上磯郡木古内町	女	2438	50	50	57	75	52	46	55	90	118	102	133	164	216	250	257	216	221	155	84	25	0
013374	北海道	亀田郡七飯町	女	15397	496	591	599	666	542	530	643	866	1094	971	985	961	1245	1372	1024	930	832	625	319	74	18
013439	北海道	茅部郡鹿部町	女	2156	58	60	86	84	59	88	77	83	110	130	118	165	169	257	199	132	107	73	26	10	1
013455	北海道	茅部郡森町	女	8809	245	266	353	343	262	326	421	441	508	510	506	538	764	879	664	597	499	395	219	66	7
013463	北海道	二海郡八雲町	女	8992	305	302	340	351	326	350	424	512	539	501	567	583	751	795	583	543	505	416	222	60	17
013471	北海道	山越郡長万部町	女	3083	83	89	90	155	102	94	115	122	132	123	195	192	246	246	230	287	297	179	80	23	3
013617	北海道	檜山郡江差町	女	4290	110	126	150	164	120	153	157	229	284	259	242	264	346	378	324	319	295	209	113	39	4
013625	北海道	檜山郡上ノ国町	女	2828	60	81	107	108	77	66	86	140	142	143	176	184	229	291	243	233	211	142	66	19	8
013633	北海道	檜山郡厚沢部町	女	2177	68	63	72	72	56	56	96	86	125	95	135	140	188	191	164	176	182	122	59	22	6
013641	北海道	爾志郡乙部町	女	2139	42	68	85	83	50	47	70	84	109	116	117	130	183	216	196	187	149	126	57	20	3
013676	北海道	奥尻郡奥尻町	女	1379	39	34	46	41	34	38	55	63	54	58	76	104	132	133	118	121	98	83	36	9	1
013706	北海道	瀬棚郡今金町	女	2959	99	82	107	114	74	87	107	139	157	143	191	170	244	283	222	219	208	173	99	32	7
013714	北海道	久遠郡せたな町	女	4574	79	125	137	156	101	88	155	181	243	221	260	282	393	453	401	387	366	279	164	69	7
013919	北海道	島牧郡島牧村	女	805	15	16	24	18	16	20	24	34	39	49	42	47	55	78	83	89	78	51	20	5	1
013927	北海道	寿都郡寿都町	女	1620	54	43	50	51	34	52	66	73	66	74	87	106	128	144	147	125	109	102	60	14	2
013935	北海道	寿都郡黒松内町	女	1616	43	55	71	78	63	52	61	63	88	82	90	91	112	118	127	96	141	100	58	22	3
013943	北海道	磯谷郡蘭越町	女	2569	77	70	110	113	57	65	100	104	155	140	168	178	204	241	193	189	173	124	76	21	3
013951	北海道	虻田郡ニセコ町	女	2516	106	96	93	104	94	125	115	199	218	168	142	154	165	173	141	132	122	104	51	14	0
013960	北海道	虻田郡真狩村	女	1073	42	34	43	36	34	29	42	71	60	49	64	69	76	89	80	59	77	64	31	18	2
013978	北海道	虻田郡留寿都村	女	990	35	43	38	46	88	56	66	60	54	46	50	64	67	54	51	50	49	48	19	6	0
013986	北海道	虻田郡喜茂別町	女	1139	28	36	33	27	37	50	56	52	58	63	64	70	81	101	102	90	75	72	34	10	0
013994	北海道	虻田郡京極町	女	1617	44	71	68	63	44	40	61	97	112	93	87	94	124	133	102	124	110	80	44	10	2
014001	北海道	虻田郡倶知安町	女	7968	399	354	333	304	400	487	527	555	602	474	453	468	509	588	431	391	314	233	114	25	7
014010	北海道	岩内郡共和町	女	3100	128	115	128	150	88	113	141	161	199	176	188	185	223	234	234	199	198	126	76	26	6
014028	北海道	岩内郡岩内町	女	7100	195	221	262	258	234	216	299	328	433	445	452	420	565	662	585	598	423	303	131	38	9
014036	北海道	古宇郡泊村	女	930	20	26	36	40	31	22	37	42	51	40	56	42	66	79	67	77	81	68	32	12	3
014044	北海道	古宇郡神恵内村	女	477	15	19	12	9	8	8	10	23	25	27	24	31	41	40	34	44	45	33	21	7	1
014052	北海道	積丹郡積丹町	女	1198	21	33	39	29	22	23	37	35	60	66	61	73	107	116	106	127	107	83	45	8	0
014061	北海道	古平郡古平町	女	1765	35	49	40	44	39	40	63	52	104	104	100	104	125	185	154	161	166	93	58	17	1
014079	北海道	余市郡仁木町	女	1787	49	54	62	62	53	55	56	76	86	96	96	105	152	179	152	150	132	98	48	12	0
014087	北海道	余市郡余市町	女	10665	270	353	324	395	404	359	403	510	613	600	611	662	865	1093	797	856	695	487	279	80	9
014095	北海道	余市郡赤井川村	女	566	16	30	28	22	15	12	23	30	39	30	30	31	47	46	45	41	29	25	11	2	1
014231	北海道	空知郡南幌町	女	4180	109	106	135	195	187	166	162	146	222	309	380	373	324	347	256	275	216	133	74	25	5
014249	北海道	空知郡奈井江町	女	3037	67	69	102	128	86	86	83	137	172	168	188	178	264	272	270	263	217	151	89	34	8
014257	北海道	空知郡上砂川町	女	1828	36	37	53	68	49	32	47	65	94	67	85	91	146	180	198	203	167	123	60	17	3
014273	北海道	夕張郡由仁町	女	2903	76	79	104	115	84	89	86	137	146	167	183	167	229	257	253	251	212	146	92	20	3
014281	北海道	夕張郡長沼町	女	5881	164	213	204	228	228	199	260	262	344	342	380	393	448	523	431	413	392	271	144	33	7
014290	北海道	夕張郡栗山町	女	6635	209	215	230	267	213	235	248	319	414	360	381	369	526	614	575	503	431	303	166	45	12
014303	北海道	樺戸郡月形町	女	1711	28	52	40	60	63	51	66	64	89	89	105	102	135	148	135	147	141	110	56	24	4
014311	北海道	樺戸郡浦臼町	女	1059	30	26	36	38	29	17	29	54	56	51	66	59	89	96	81	94	91	59	32	19	5
014320	北海道	樺戸郡新十津川町	女	3695	113	132	144	167	108	105	123	160	236	223	219	209	292	356	259	317	252	148	91	29	7
014338	北海道	雨竜郡妹背牛町	女	1682	41	45	44	66	35	36	42	64	76	103	79	99	158	179	151	155	135	102	57	9	6
014346	北海道	雨竜郡秩父別町	女	1337	46	41	31	45	39	47	45	58	57	75	77	82	91	123	107	111	125	73	49	12	1
014362	北海道	雨竜郡雨竜町	女	1359	39	31	49	63	42	32	53	67	66	58	96	93	94	127	101	116	104	71	33	20	0
014371	北海道	雨竜郡北竜町	女	1048	26	34	33	42	36	24	38	44	46	57	47	77	70	90	96	81	86	69	36	10	4
014389	北海道	雨竜郡沼田町	女	1717	44	39	65	54	48	47	47	77	85	87	110	106	128	169	131	152	132	104	66	20	6
014524	北海道	上川郡鷹栖町	女	3808	110	165	222	183	118	103	133	253	276	239	222	236	281	319	263	229	202	146	68	30	9
014532	北海道	上川郡東神楽町	女	5469	225	261	320	310	206	204	295	330	429	423	374	335	353	363	288	263	227	163	74	22	2
014541	北海道	上川郡当麻町	女	3631	109	121	133	149	109	100	123	164	173	202	223	225	266	335	274	307	270	204	113	27	3
014559	北海道	上川郡比布町	女	2049	54	66	68	73	56	54	72	92	110	109	132	117	154	182	168	183	157	122	57	18	3
014567	北海道	上川郡愛別町	女	1611	37	46	47	63	34	48	49	62	82	78	67	100	123	165	151	130	135	98	50	11	6
014575	北海道	上川郡上川町	女	2052	53	54	82	80	56	51	70	86	92	88	101	112	168	211	172	193	193	97	50	15	3
014583	北海道	上川郡東川町	女	4348	144	178	226	202	209	168	197	243	316	257	241	206	293	380	306	240	231	173	99	32	7
014591	北海道	上川郡美瑛町	女	5541	174	171	228	211	173	155	229	263	335	320	346	328	422	468	405	430	399	264	131	52	5
014605	北海道	空知郡上富良野町	女	5542	216	229	252	252	199	203	283	319	355	328	303	332	380	486	371	391	291	221	82	29	3
014613	北海道	空知郡中富良野町	女	2693	96	119	117	102	89	75	101	146	158	147	171	184	195	215	175	216	183	113	57	19	3
014621	北海道	空知郡南富良野町	女	1318	53	35	47	49	59	63	65	59	72	88	71	83	85	94	88	88	88	78	32	11	5
014630	北海道	勇払郡占冠村	女	646	16	17	21	26	53	57	41	37	46	36	39	38	42	45	27	32	37	22	10	4	0
014648	北海道	上川郡和寒町	女	1942	45	66	67	62	38	50	74	73	82	108	85	130	133	192	173	160	154	137	79	25	5
014656	北海道	上川郡剣淵町	女	1712	41	38	65	71	56	47	75	78	93	87	104	122	156	141	135	122	126	91	47	12	5
014681	北海道	上川郡下川町	女	1797	47	58	64	58	37	41	63	98	106	89	100	101	146	170	149	148	133	112	49	18	6
014699	北海道	中川郡美深町	女	2386	50	75	69	105	55	74	82	121	134	130	133	148	207	196	185	214	170	144	67	15	9
014702	北海道	中川郡音威子府村	女	380	11	8	9	74	11	13	9	11	11	15	14	39	31	26	24	29	24	14	4	1	0
014711	北海道	中川郡中川町	女	839	29	22	27	24	23	28	37	35	42	43	58	60	61	68	70	78	61	36	27	6	3
014729	北海道	雨竜郡幌加内町	女	786	13	24	41	51	9	23	34	34	45	37	44	43	58	69	69	65	67	32	18	8	1
014818	北海道	増毛郡増毛町	女	2573	53	57	81	65	64	62	79	106	127	117	138	140	221	249	218	212	208	177	112	36	0
014826	北海道	留萌郡小平町	女	1752	38	43	56	59	46	46	78	73	108	98	100	106	150	140	156	161	127	75	57	12	4
014834	北海道	苫前郡苫前町	女	1747	45	57	54	64	51	54	55	66	93	106	84	112	132	139	151	158	132	100	62	19	3
014842	北海道	苫前郡羽幌町	女	3899	116	128	139	130	84	105	137	163	210	200	194	230	329	387	366	341	271	210	119	29	7
014851	北海道	苫前郡初山別村	女	660	18	16	26	22	35	21	15	23	40	38	43	47	43	53	56	52	53	36	21	2	0
014869	北海道	天塩郡遠別町	女	1454	45	42	48	48	37	42	48	59	69	73	99	90	128	128	116	133	101	84	34	14	3
014877	北海道	天塩郡天塩町	女	1618	52	64	63	53	36	51	79	85	77	90	109	96	139	160	102	114	91	84	32	22	4
015113	北海道	宗谷郡猿払村	女	1411	61	78	89	59	54	78	84	81	84	84	91	104	97	90	67	63	65	44	25	12	1
015121	北海道	枝幸郡浜頓別町	女	1990	71	58	84	63	63	68	70	114	114	94	104	127	175	190	120	150	105	77	49	18	0
015130	北海道	枝幸郡中頓別町	女	913	24	19	34	31	22	20	28	51	51	55	47	66	75	92	76	58	53	54	43	11	3
015148	北海道	枝幸郡枝幸町	女	4511	130	181	190	177	138	145	184	237	258	243	293	290	378	395	333	291	271	183	85	35	2
015164	北海道	天塩郡豊富町	女	2045	53	72	82	85	41	69	96	116	114	120	129	153	183	170	129	130	123	96	53	16	1
015172	北海道	礼文郡礼文町	女	1358	35	46	42	44	38	49	48	64	54	74	87	102	126	123	105	88	93	77	36	6	1
015181	北海道	利尻郡利尻町	女	1147	30	43	51	27	31	40	43	56	61	47	65	75	92	95	102	94	81	67	38	9	0
015199	北海道	利尻郡利尻富士町	女	1406	37	61	54	41	34	37	50	78	68	76	85	85	102	113	103	103	104	97	52	15	0
015202	北海道	天塩郡幌延町	女	1190	58	53	41	32	34	53	64	83	65	49	79	83	100	91	76	70	68	46	25	8	1
015431	北海道	網走郡美幌町	女	10627	348	385	408	447	310	387	511	549	617	612	724	700	805	956	757	765	624	414	198	67	10
015440	北海道	網走郡津別町	女	2640	70	69	60	95	66	70	58	118	115	128	152	148	240	259	246	252	215	154	83	32	4
015458	北海道	斜里郡斜里町	女	6079	235	236	199	236	190	235	293	354	354	339	374	386	517	551	411	399	351	231	138	45	5
015466	北海道	斜里郡清里町	女	2201	73	76	84	92	83	67	94	113	129	100	131	139	154	186	154	188	139	111	60	20	6
015474	北海道	斜里郡小清水町	女	2705	100	101	106	86	88	91	104	130	155	138	181	175	187	238	194	212	178	137	64	21	2
015491	北海道	常呂郡訓子府町	女	2774	97	100	117	116	85	83	105	126	162	135	174	187	208	245	205	195	170	132	81	27	4
015504	北海道	常呂郡置戸町	女	1646	51	51	48	48	45	48	72	67	79	79	74	100	145	152	131	132	130	107	51	26	5
015521	北海道	常呂郡佐呂間町	女	2909	82	103	121	97	87	101	140	148	180	139	159	166	232	280	192	200	211	151	84	24	12
015555	北海道	紋別郡遠軽町	女	10871	354	386	443	422	360	350	504	562	618	595	616	643	826	989	840	811	679	483	264	67	14
015598	北海道	紋別郡湧別町	女	4922	135	139	201	193	182	148	225	228	277	245	284	328	377	423	371	376	338	258	154	32	8
015601	北海道	紋別郡滝上町	女	1455	40	37	39	37	27	43	46	53	73	62	93	101	124	147	110	134	116	86	57	14	4
015610	北海道	紋別郡興部町	女	2045	73	60	77	93	52	96	109	109	120	118	103	152	157	178	140	171	111	78	37	11	0
015628	北海道	紋別郡西興部村	女	591	20	18	18	22	15	29	31	34	27	25	43	32	32	32	38	47	43	41	26	6	1
015636	北海道	紋別郡雄武町	女	2427	84	75	84	95	68	86	121	123	156	138	153	163	199	211	167	171	164	100	47	18	4
015644	北海道	網走郡大空町	女	3899	137	154	158	170	103	134	139	196	237	208	258	267	291	349	280	236	242	186	101	37	5
015717	北海道	虻田郡豊浦町	女	2260	74	65	86	96	101	70	91	101	126	128	131	148	183	184	147	175	136	112	66	21	4
015750	北海道	有珠郡壮瞥町	女	1400	36	40	59	41	49	50	49	65	77	71	71	95	107	137	113	95	101	83	36	8	2
015784	北海道	白老郡白老町	女	9374	182	250	297	371	260	241	305	387	520	539	538	552	843	1107	919	772	605	437	185	59	5
015814	北海道	勇払郡厚真町	女	2395	66	99	85	86	73	83	88	120	119	111	150	154	171	216	183	187	179	125	76	16	1
015849	北海道	虻田郡洞爺湖町	女	5024	98	147	148	163	203	158	187	239	279	278	300	322	383	483	448	406	346	233	150	45	8
015857	北海道	勇払郡安平町	女	4251	129	170	153	180	151	129	172	204	262	239	237	261	294	410	333	290	290	196	89	34	5
015865	北海道	勇払郡むかわ町	女	4429	102	142	160	183	122	123	169	205	237	224	268	279	375	442	372	355	294	229	107	38	3
016012	北海道	沙流郡日高町	女	6335	233	234	261	239	220	214	269	344	414	316	395	407	515	565	461	408	382	291	121	39	7
016021	北海道	沙流郡平取町	女	2720	90	113	108	108	99	77	105	123	204	163	162	161	203	243	215	168	176	127	53	19	3
016047	北海道	新冠郡新冠町	女	2936	110	134	123	113	104	102	130	182	193	175	153	184	216	241	166	187	150	149	91	28	5
016071	北海道	浦河郡浦河町	女	6677	216	223	260	302	295	245	294	389	425	416	413	418	521	566	456	413	391	260	130	39	5
016080	北海道	様似郡様似町	女	2436	66	65	86	95	72	61	89	98	131	141	144	168	224	227	184	175	162	147	73	16	2
016098	北海道	幌泉郡えりも町	女	2544	106	120	106	110	78	97	127	131	130	154	132	196	224	191	162	157	152	88	61	9	2
016101	北海道	日高郡新ひだか町	女	12219	448	475	456	531	412	437	598	649	748	766	770	725	930	1068	867	855	712	424	246	88	14
016314	北海道	河東郡音更町	女	23863	904	1131	1208	1146	1033	972	1277	1542	1855	1564	1590	1359	1590	1766	1448	1228	1025	693	386	119	27
016322	北海道	河東郡士幌町	女	3285	128	144	154	140	99	141	148	180	190	170	175	244	254	255	187	190	184	158	91	31	5
016331	北海道	河東郡上士幌町	女	2515	81	85	101	95	84	106	118	126	140	130	129	156	201	195	201	195	181	117	57	15	2
016349	北海道	河東郡鹿追町	女	2817	129	124	146	124	102	136	144	154	189	149	175	161	198	199	161	168	151	102	58	16	2
016357	北海道	上川郡新得町	女	3216	115	83	110	104	127	124	150	166	189	182	190	178	233	294	230	246	229	152	80	29	5
016365	北海道	上川郡清水町	女	5009	159	181	193	190	186	188	226	259	280	274	281	323	392	442	380	362	315	225	101	41	11
016373	北海道	河西郡芽室町	女	9947	401	497	521	511	342	364	478	608	741	698	616	588	698	734	549	542	462	328	175	59	9
016381	北海道	河西郡中札内村	女	2052	90	93	88	101	75	100	94	103	139	132	128	119	121	159	139	123	96	82	30	14	4
016390	北海道	河西郡更別村	女	1655	59	69	76	83	65	65	77	90	102	92	110	109	111	107	103	104	109	83	27	8	3
016411	北海道	広尾郡大樹町	女	2958	116	124	116	101	102	134	145	152	162	139	156	190	216	266	203	194	175	148	61	22	5
016420	北海道	広尾郡広尾町	女	3808	105	126	158	150	100	113	152	175	197	231	225	260	312	362	277	304	235	172	90	27	4
016438	北海道	中川郡幕別町	女	14365	502	577	664	698	543	492	698	894	1008	904	931	909	1072	1244	927	847	643	480	251	68	13
016446	北海道	中川郡池田町	女	3778	80	104	139	165	127	102	136	148	183	212	225	218	321	372	315	291	295	186	110	38	5
016454	北海道	中川郡豊頃町	女	1720	36	53	64	70	51	56	61	79	85	82	96	118	136	149	133	128	133	96	52	18	3
016462	北海道	中川郡本別町	女	3835	108	110	140	135	84	105	116	172	211	226	228	223	338	387	338	316	276	168	110	30	3
016471	北海道	足寄郡足寄町	女	3701	108	123	143	125	102	105	150	170	208	177	193	260	275	360	293	300	263	201	98	32	6
016489	北海道	足寄郡陸別町	女	1260	35	41	46	43	33	39	58	46	64	67	71	72	96	133	107	103	72	68	40	10	4
016497	北海道	十勝郡浦幌町	女	2665	81	90	98	91	58	89	104	98	127	132	151	180	231	266	202	212	206	128	88	21	1
016616	北海道	釧路郡釧路町	女	10512	369	349	473	497	495	518	564	579	702	691	819	759	868	862	609	508	416	275	113	33	2
016624	北海道	厚岸郡厚岸町	女	5229	152	187	194	228	181	198	259	241	299	299	358	342	422	432	390	407	299	209	103	28	1
016632	北海道	厚岸郡浜中町	女	3174	119	122	177	128	93	120	156	174	177	180	225	229	243	247	183	179	167	135	59	18	1
016641	北海道	川上郡標茶町	女	4107	133	182	193	153	147	152	181	189	233	237	247	301	338	310	291	289	240	169	90	29	3
016659	北海道	川上郡弟子屈町	女	4093	101	150	149	147	120	110	145	210	232	233	254	281	345	400	351	296	253	151	114	31	5
016675	北海道	阿寒郡鶴居村	女	1267	43	64	54	56	39	35	56	63	95	79	68	85	104	105	83	79	70	35	34	6	0
016683	北海道	白糠郡白糠町	女	4453	102	120	146	184	134	117	165	183	225	274	282	295	394	451	384	373	309	167	106	19	1
016918	北海道	野付郡別海町	女	7795	338	396	421	328	263	389	436	497	511	407	506	551	596	602	429	353	361	253	129	26	3
016926	北海道	標津郡中標津町	女	12327	576	535	646	603	479	608	759	857	874	820	792	782	942	855	668	614	441	280	144	48	4
016934	北海道	標津郡標津町	女	2762	96	106	150	135	96	103	116	166	189	168	163	183	201	244	181	171	124	84	49	11	2
016942	北海道	目梨郡羅臼町	女	2769	106	85	126	131	96	109	133	137	187	187	210	181	212	199	177	198	132	85	41	7	2
016951	北海道	色丹郡色丹村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016969	北海道	国後郡泊村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016977	北海道	国後郡留夜別村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016985	北海道	択捉郡留別村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016993	北海道	紗那郡紗那村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
017001	北海道	蘂取郡蘂取村	女	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
020001	青森県		女	704562	22046	24494	28177	31209	27255	27354	33616	38871	44570	43411	45076	48339	55008	59402	46060	44565	41339	27315	12476	3165	469
022012	青森県	青森市	女	156422	5056	5649	6181	6717	6348	6452	7920	9498	10730	10121	10334	10707	11656	13373	10046	9101	8197	5266	2383	614	73
022021	青森県	弘前市	女	95200	2847	3194	3603	4142	4196	3977	4672	5362	6087	5815	6347	6488	7024	7962	6123	5870	5618	3699	1693	413	68
022039	青森県	八戸市	女	122752	4348	4647	5213	5726	5010	5163	6275	7128	8415	8186	7937	8085	9187	10285	8004	7107	6078	3715	1728	452	63
022047	青森県	黒石市	女	18615	545	585	777	892	725	705	915	1083	1099	1102	1238	1282	1529	1592	1165	1149	1101	725	329	68	9
022055	青森県	五所川原市	女	30936	853	939	1233	1378	1129	1093	1342	1581	1899	2019	2112	2314	2446	2445	2113	2143	1964	1273	505	134	21
