平成28年1月1日住民基本台帳年齢階級別人口（市区町村別）（総計）※年齢階級別の外国人住民数が非公表となる市区町村がある場合や年齢不詳者がいる場合は、各年齢階級の合計と総数が一致しないことがあります。	Column	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25
団体コード	都道府県名	市区町村名	性別	総数	0～4歳	5～9	10～14	15～19	20～24	25～29	30～34	35～39	40～44	45～49	50～54	55～59	60～64	65～69	70～74	75～79	80～84	85～89	90～94	95～99	100歳以上
194247	山梨県	南都留郡忍野村	女	4381	252	272	224	224	182	238	332	321	278	302	289	285	276	267	163	155	143	104	54	18	2
194255	山梨県	南都留郡山中湖村	女	2917	96	113	123	118	143	137	131	150	183	183	230	209	239	268	169	166	110	93	34	18	4
194298	山梨県	南都留郡鳴沢村	女	1602	61	64	60	94	69	68	78	86	100	100	103	95	120	132	118	78	62	45	42	12	5
194301	山梨県	南都留郡富士河口湖町	女	13561	655	576	598	722	704	701	752	815	912	966	908	828	916	895	722	636	540	436	204	64	11
194409	山梨県	北都留郡	女	678	14	17	14	15	23	14	19	28	21	30	33	44	56	53	52	76	77	62	21	3	1
194425	山梨県	北都留郡小菅村	女	380	11	13	9	9	15	5	13	17	15	16	17	24	33	30	27	42	34	33	12	2	1
194433	山梨県	北都留郡丹波山村	女	298	3	4	5	6	8	9	6	11	6	14	16	20	23	23	25	34	43	29	9	1	0
200000	長野県		女	1095664	40121	44981	48766	50884	46280	46251	52667	63997	75717	68480	65318	64388	71400	85557	70166	62058	57734	46739	24875	7505	1308
202011	長野県	長野市	女	197689	7570	8335	8940	9017	8296	8874	10218	12157	14597	12955	12291	11581	12535	14833	12089	10729	9653	7643	3963	1208	205
202029	長野県	松本市	女	123348	5021	5377	5444	5684	5427	5677	6639	8195	9429	8395	7351	6799	7170	8893	7381	6585	5971	4605	2458	730	116
202037	長野県	上田市	女	81460	3007	3297	3791	3816	3570	3687	3992	4738	5552	5187	5011	4778	5199	6352	5167	4476	4167	3325	1740	509	99
202045	長野県	岡谷市	女	26328	850	1121	1149	1199	1077	995	1104	1551	1878	1601	1541	1322	1646	2197	1969	1713	1465	1164	606	157	23
202053	長野県	飯田市	女	54401	2113	2319	2465	2588	2269	2296	2628	2982	3569	3099	3139	3249	3532	4026	3422	3185	3058	2582	1373	428	79
202061	長野県	諏訪市	女	26007	1074	1058	1137	1236	1116	1206	1334	1557	1935	1697	1420	1401	1538	2015	1849	1477	1247	1002	535	146	27
202070	長野県	須坂市	女	26654	928	1142	1165	1335	1086	1040	1216	1561	1869	1623	1597	1547	1810	2287	1806	1560	1319	1066	502	166	29
202088	長野県	小諸市	女	22149	825	886	963	1038	947	940	1079	1330	1456	1362	1316	1315	1575	1835	1409	1166	1113	936	497	136	25
202096	長野県	伊那市	女	35494	1376	1540	1637	1697	1515	1473	1620	1999	2456	2160	2162	2111	2218	2674	2248	1990	1892	1607	840	245	34
202100	長野県	駒ヶ根市	女	16972	660	712	820	815	721	682	807	983	1168	1089	1005	973	1068	1290	1132	922	866	717	407	122	13
202118	長野県	中野市	女	23555	883	932	1058	1157	1115	1043	1156	1394	1505	1427	1412	1509	1622	1806	1405	1276	1216	989	479	147	24
202126	長野県	大町市	女	14885	396	452	650	691	576	518	592	729	915	879	879	873	1077	1295	1080	982	968	797	402	116	18
202134	長野県	飯山市	女	11485	322	358	459	543	494	423	477	581	649	614	685	746	880	908	687	790	812	612	342	91	12
202142	長野県	茅野市	女	28362	1161	1243	1400	1294	1105	1200	1400	1828	2120	1774	1572	1644	1824	2300	1934	1511	1234	1070	541	162	45
202151	長野県	塩尻市	女	33918	1343	1432	1561	1686	1550	1509	1863	2100	2505	2360	1982	1924	2109	2547	2071	1733	1551	1207	625	218	42
202177	長野県	佐久市	女	50856	1938	2198	2242	2462	2206	2296	2550	2941	3306	3171	3044	3089	3454	3712	2933	2725	2669	2183	1283	381	73
202185	長野県	千曲市	女	31661	1033	1206	1422	1446	1380	1292	1382	1742	2247	1974	1892	1919	2096	2546	2242	1826	1744	1298	709	231	34
202193	長野県	東御市	女	15604	589	661	715	754	638	686	804	893	1051	952	905	1046	1123	1265	907	775	757	636	327	104	16
202207	長野県	安曇野市	女	50720	1795	2021	2286	2426	2133	1982	2405	2967	3820	3297	3129	2960	3365	4201	3282	2781	2489	1960	1066	297	58
203009	長野県	南佐久郡	女	13217	391	458	497	645	585	546	481	615	652	710	822	882	927	950	847	844	915	798	436	147	24
203033	長野県	南佐久郡小海町	女	2523	65	70	73	104	123	97	86	106	104	143	144	164	180	204	175	191	169	165	89	35	11
203041	長野県	南佐久郡川上村	女	2010	75	73	89	109	95	93	92	90	112	120	121	143	129	138	110	118	126	96	60	21	0
203050	長野県	南佐久郡南牧村	女	1621	49	72	77	87	64	83	68	80	87	82	108	106	106	98	83	86	107	97	54	24	3
203068	長野県	南佐久郡南相木村	女	561	12	14	31	25	19	11	11	27	24	24	33	28	30	45	29	51	67	34	19	12	0
203076	長野県	南佐久郡北相木村	女	412	10	11	16	14	24	17	8	15	10	18	27	34	18	19	29	33	41	39	19	5	0
203092	長野県	南佐久郡佐久穂町	女	6090	180	218	211	306	260	245	216	297	315	323	389	407	464	446	421	365	405	367	195	50	10
203203	長野県	北佐久郡	女	22111	745	910	975	959	909	981	1029	1272	1583	1563	1394	1408	1567	1848	1401	1108	1039	794	463	143	20
203211	長野県	北佐久郡軽井沢町	女	10522	341	433	414	416	440	416	473	582	775	774	689	653	784	926	735	560	480	351	209	59	12
203238	長野県	北佐久郡御代田町	女	7755	300	352	385	362	317	421	389	508	584	550	470	499	498	572	431	337	337	244	147	47	5
203246	長野県	北佐久郡立科町	女	3834	104	125	176	181	152	144	167	182	224	239	235	256	285	350	235	211	222	199	107	37	3
203408	長野県	小県郡	女	5647	167	202	179	230	214	194	208	227	287	266	322	381	435	505	404	366	401	366	185	50	13
203491	長野県	小県郡青木村	女	2357	72	96	86	104	90	63	87	101	138	120	137	140	181	190	184	150	141	145	86	21	9
203505	長野県	小県郡長和町	女	3290	95	106	93	126	124	131	121	126	149	146	185	241	254	315	220	216	260	221	99	29	4
203602	長野県	諏訪郡	女	22477	713	879	973	951	866	829	982	1172	1394	1323	1240	1329	1546	1914	1705	1403	1357	1082	613	175	31
203611	長野県	諏訪郡下諏訪町	女	10809	337	381	442	451	397	393	449	547	704	632	598	549	705	948	924	740	703	541	284	74	10
203629	長野県	諏訪郡富士見町	女	7682	255	316	334	347	306	319	352	414	440	453	384	499	542	612	520	428	460	386	233	71	11
203637	長野県	諏訪郡原村	女	3986	121	182	197	153	163	117	181	211	250	238	258	281	299	354	261	235	194	155	96	30	10
203807	長野県	上伊那郡	女	43016	1643	1953	1955	2007	1854	1765	2072	2660	2996	2578	2435	2473	2796	3455	2793	2398	2177	1770	901	243	56
203823	長野県	上伊那郡辰野町	女	10367	306	417	440	463	396	334	423	564	674	586	561	601	725	944	772	701	623	488	266	63	20
203831	長野県	上伊那郡箕輪町	女	12567	439	623	601	571	546	556	619	812	945	784	714	703	835	1023	784	665	586	474	218	57	12
203840	長野県	上伊那郡飯島町	女	5070	175	178	193	220	207	239	217	267	296	274	274	348	343	400	372	308	326	267	117	39	10
203858	長野県	上伊那郡南箕輪村	女	7647	416	394	377	386	360	365	460	576	583	494	456	398	447	518	407	328	273	234	130	37	8
203866	長野県	上伊那郡中川村	女	2670	106	128	108	100	132	92	123	151	128	129	149	185	192	207	166	152	149	128	87	20	2
203882	長野県	上伊那郡宮田村	女	4695	201	213	236	267	213	179	230	290	370	311	281	238	254	363	292	244	220	179	83	27	4
204005	長野県	下伊那郡	女	32207	1146	1284	1523	1514	1277	1144	1309	1624	1826	1706	1775	1962	2160	2365	2058	2080	2056	1856	1013	339	65
204021	長野県	下伊那郡松川町	女	7036	246	276	334	359	312	260	299	377	422	432	452	431	494	512	463	441	365	330	162	58	11
204030	長野県	下伊那郡高森町	女	6912	304	348	382	327	262	241	323	446	459	389	378	394	443	515	439	374	364	292	162	62	8
204048	長野県	下伊那郡阿南町	女	2603	59	68	85	119	101	86	86	72	98	111	138	153	161	204	180	221	220	211	125	46	13
204072	長野県	下伊那郡阿智村	女	3455	123	131	166	157	151	137	148	164	188	178	184	223	258	257	181	207	236	202	123	30	11
204099	長野県	下伊那郡平谷村	女	256	12	6	10	15	9	8	8	5	13	11	11	23	11	10	13	18	30	22	16	3	2
204102	長野県	下伊那郡根羽村	女	509	7	5	20	16	12	12	16	16	13	17	27	35	39	38	34	49	46	58	31	5	1
204111	長野県	下伊那郡下條村	女	2038	82	99	101	121	83	66	75	107	115	100	117	118	121	133	107	123	119	132	65	19	5
204129	長野県	下伊那郡売木村	女	319	11	7	9	12	4	14	15	11	11	15	19	18	18	15	33	32	27	27	12	7	1
204137	長野県	下伊那郡天龍村	女	760	13	9	23	12	15	19	11	16	18	18	26	33	55	64	61	94	99	87	54	19	1
204145	長野県	下伊那郡泰阜村	女	933	27	33	44	27	44	47	30	27	36	43	48	56	52	61	51	72	82	76	44	13	3
204153	長野県	下伊那郡喬木村	女	3362	122	146	165	144	121	118	126	188	220	166	167	206	235	275	230	175	211	189	115	36	7
204161	長野県	下伊那郡豊丘村	女	3484	125	143	163	186	148	128	160	172	213	206	180	241	248	243	212	205	204	180	91	35	1
204170	長野県	下伊那郡大鹿村	女	540	15	13	21	19	15	8	12	23	20	20	28	31	25	38	54	69	53	50	13	6	1
204200	長野県	木曽郡	女	15126	426	458	521	602	512	475	518	619	709	737	843	879	1094	1310	1162	1241	1217	996	538	170	23
204226	長野県	木曽郡上松町	女	2502	65	70	71	95	86	72	95	99	92	118	147	160	182	199	186	222	216	196	84	40	7
204234	長野県	木曽郡南木曽町	女	2318	54	85	90	85	65	65	80	105	102	101	123	134	168	212	162	181	203	149	100	29	5
204251	長野県	木曽郡木祖村	女	1615	58	60	46	55	55	51	52	79	72	64	92	95	113	154	115	139	120	98	57	18	2
204293	長野県	木曽郡王滝村	女	455	9	8	13	21	12	20	11	22	23	33	20	27	28	27	38	33	44	36	16	2	0
204307	長野県	木曽郡大桑村	女	2051	60	46	82	93	78	61	64	70	88	102	119	105	155	171	167	159	187	125	72	22	1
204323	長野県	木曽郡木曽町	女	6185	180	189	219	253	216	206	216	244	332	319	342	358	448	547	494	507	447	392	209	59	8
204404	長野県	東筑摩郡	女	11831	347	427	498	545	491	414	505	598	716	684	681	684	788	1025	774	690	759	606	385	118	25
204463	長野県	東筑摩郡麻績村	女	1541	33	34	50	68	61	55	44	68	59	89	70	78	100	115	109	126	124	116	86	34	12
204480	長野県	東筑摩郡生坂村	女	980	23	34	36	40	27	39	38	45	51	27	51	54	66	77	65	80	91	66	43	11	2
204501	長野県	東筑摩郡山形村	女	4434	168	209	237	210	190	170	231	275	339	300	282	248	288	381	255	191	179	155	97	25	4
204510	長野県	東筑摩郡朝日村	女	2384	73	91	98	130	137	84	110	103	149	156	152	164	144	177	137	114	160	105	57	19	3
204528	長野県	東筑摩郡筑北村	女	2492	50	59	77	97	76	66	82	107	118	112	126	140	190	275	208	179	205	164	102	29	4
204803	長野県	北安曇郡	女	16754	543	614	714	740	725	626	692	939	1129	1034	1010	986	1134	1517	1097	960	934	768	427	148	17
204811	長野県	北安曇郡池田町	女	5357	139	179	221	208	219	170	193	275	330	307	299	332	365	533	404	317	338	286	173	60	9
204820	長野県	北安曇郡松川村	女	5171	192	199	242	258	205	178	224	310	362	333	316	297	338	450	326	293	284	214	110	36	4
204854	長野県	北安曇郡白馬村	女	4685	159	184	189	212	244	231	222	273	338	310	306	285	334	410	254	211	211	169	99	43	1
204862	長野県	北安曇郡小谷村	女	1541	53	52	62	62	57	47	53	81	99	84	89	72	97	124	113	139	101	99	45	9	3
205206	長野県	埴科郡	女	7874	256	320	344	354	310	309	334	435	509	437	490	442	534	672	615	470	439	357	183	51	13
205214	長野県	埴科郡坂城町	女	7874	256	320	344	354	310	309	334	435	509	437	490	442	534	672	615	470	439	357	183	51	13
205401	長野県	上高井郡	女	9499	283	404	402	453	394	344	397	523	600	580	573	591	699	859	608	562	500	388	219	78	16
205419	長野県	上高井郡小布施町	女	5800	187	256	245	267	240	197	259	351	386	357	332	330	422	538	381	342	305	212	133	51	9
205435	長野県	上高井郡高山村	女	3699	96	148	157	186	154	147	138	172	214	223	241	261	277	321	227	220	195	176	86	27	7
205605	長野県	下高井郡	女	11343	280	360	426	475	472	394	443	516	608	584	669	724	824	959	759	805	831	704	363	110	12
205613	長野県	下高井郡山ノ内町	女	6849	158	195	234	297	293	235	266	294	377	365	401	433	478	611	514	512	509	412	200	60	5
205621	長野県	下高井郡木島平村	女	2534	72	99	118	95	92	89	108	118	136	116	138	159	201	192	141	158	183	166	95	28	5
205630	長野県	下高井郡野沢温泉村	女	1960	50	66	74	83	87	70	69	104	95	103	130	132	145	156	104	135	139	126	68	22	2
205800	長野県	上水内郡	女	11938	276	403	424	489	416	378	411	536	643	637	679	792	986	1117	853	832	812	731	383	112	19
205834	長野県	上水内郡信濃町	女	4570	94	154	145	181	142	133	155	202	259	246	262	294	403	448	341	326	304	280	157	39	5
205885	長野県	上水内郡小川村	女	1409	27	42	44	46	33	33	57	57	68	62	56	79	84	112	113	116	140	130	68	25	8
205907	長野県	上水内郡飯綱町	女	5959	155	207	235	262	241	212	199	277	316	329	361	419	499	557	399	390	368	321	158	48	6
206008	長野県	下水内郡	女	1076	21	19	31	36	34	33	20	33	38	25	52	69	69	79	77	97	106	124	71	27	2
206024	長野県	下水内郡栄村	女	1076	21	19	31	36	34	33	20	33	38	25	52	69	69	79	77	97	106	124	71	27	2
210005	岐阜県		女	1066660	40212	44748	48144	51598	49560	49338	54814	62600	76126	67863	65350	62950	70992	85964	67921	59130	50306	35446	17607	5121	830
212016	岐阜県	岐阜市	女	216092	8041	8728	9391	10108	10398	10303	11404	12942	16369	14994	13709	12169	13268	16891	14190	12444	10188	6490	3052	882	131
212024	岐阜県	大垣市	女	83338	3392	3540	3907	4163	4019	4118	4612	5166	6131	5467	5218	4854	5215	6179	5102	4554	3695	2481	1140	332	53
212032	岐阜県	高山市	女	47531	1707	1997	2203	2280	1815	1853	2270	2666	3207	2816	2867	2733	3103	4021	3208	2944	2598	1927	995	283	38
212041	岐阜県	多治見市	女	58180	2069	2277	2415	2872	2771	2693	2923	3266	4075	3969	3757	3813	4048	5032	3924	3052	2476	1650	816	231	51
212059	岐阜県	関市	女	46529	1768	2032	2203	2186	2233	2279	2377	2774	3128	2856	2867	2917	3310	3739	2705	2387	2027	1638	832	237	34
212067	岐阜県	中津川市	女	41492	1536	1660	1834	1939	1710	1782	1960	2194	2613	2331	2465	2543	2823	3313	2638	2524	2455	1931	915	287	39
212075	岐阜県	美濃市	女	11230	373	393	432	494	509	508	532	553	634	618	659	763	911	958	713	619	653	552	285	62	9
212083	岐阜県	瑞浪市	女	20095	702	706	854	1052	995	948	962	1074	1280	1238	1246	1186	1316	1560	1276	1225	1092	824	385	146	28
212091	岐阜県	羽島市	女	34827	1370	1558	1671	1839	1680	1686	1861	2252	2760	2331	2225	1918	2272	2721	2145	1840	1329	834	407	113	15
212105	岐阜県	恵那市	女	27057	886	1081	1104	1209	1114	1049	1198	1397	1626	1492	1560	1681	1953	2263	1762	1665	1661	1360	738	221	37
212113	岐阜県	美濃加茂市	女	28195	1437	1504	1404	1455	1464	1597	1769	1955	2247	1809	1655	1569	1567	1814	1381	1197	1064	785	387	108	27
212121	岐阜県	土岐市	女	30868	1024	1228	1287	1365	1420	1399	1409	1684	2089	1822	1911	1922	1963	2528	2107	2017	1703	1219	553	187	31
212130	岐阜県	各務原市	女	75032	3068	3443	3570	3732	3439	3510	4071	4824	5888	5055	4383	3991	4885	6458	5017	3818	2814	1847	909	271	39
212148	岐阜県	可児市	女	51023	2157	2275	2405	2597	2450	2554	2932	3347	3887	3255	2985	3000	3660	4443	3085	2286	1713	1195	574	187	36
212156	岐阜県	山県市	女	14586	392	497	619	737	764	607	622	716	913	867	910	989	1145	1283	1001	862	760	541	282	68	11
212164	岐阜県	瑞穂市	女	26883	1444	1441	1345	1377	1389	1608	1863	1980	2265	1873	1602	1384	1545	1812	1319	1026	767	515	245	65	18
212172	岐阜県	飛騨市	女	13267	432	449	538	594	447	399	508	598	751	723	779	757	948	1113	1020	1042	956	704	383	107	19
212181	岐阜県	本巣市	女	17989	638	830	952	882	792	765	934	1093	1345	1115	986	1064	1278	1536	1087	938	769	570	314	95	6
212199	岐阜県	郡上市	女	22626	781	885	900	1022	895	866	922	1072	1260	1218	1417	1450	1639	1730	1357	1456	1608	1241	698	183	26
212202	岐阜県	下呂市	女	17928	517	653	677	762	621	573	650	774	996	961	1116	1110	1281	1538	1309	1406	1317	954	509	170	34
212211	岐阜県	海津市	女	18534	564	693	810	870	924	812	861	956	1217	1120	1164	1320	1525	1623	1180	1002	877	624	285	98	9
213004	岐阜県	羽島郡	女	24284	1153	1122	1133	1221	1285	1348	1554	1606	1992	1692	1394	1184	1335	1732	1525	1202	885	556	284	72	9
213021	岐阜県	羽島郡岐南町	女	12594	663	612	578	639	704	761	894	851	1078	871	717	617	687	876	726	542	388	241	113	30	6
213039	岐阜県	羽島郡笠松町	女	11690	490	510	555	582	581	587	660	755	914	821	677	567	648	856	799	660	497	315	171	42	3
213403	岐阜県	養老郡	女	15565	474	617	717	719	738	691	738	871	969	914	979	1052	1240	1369	1006	777	776	559	266	77	16
213411	岐阜県	養老郡養老町	女	15565	474	617	717	719	738	691	738	871	969	914	979	1052	1240	1369	1006	777	776	559	266	77	16
213608	岐阜県	不破郡	女	18107	577	766	856	860	810	785	825	1050	1260	1036	1116	1105	1319	1587	1157	1000	865	666	356	92	19
213616	岐阜県	不破郡垂井町	女	14251	481	640	699	702	633	641	697	870	1044	840	870	859	996	1214	863	725	641	479	275	68	14
213624	岐阜県	不破郡関ケ原町	女	3856	96	126	157	158	177	144	128	180	216	196	246	246	323	373	294	275	224	187	81	24	5
213802	岐阜県	安八郡	女	22753	909	1054	1150	1165	1076	998	1217	1404	1768	1392	1278	1319	1572	1929	1426	1151	903	622	323	83	14
213811	岐阜県	安八郡神戸町	女	10045	371	403	458	497	470	432	464	601	756	621	569	569	743	919	713	568	428	278	142	35	8
213829	岐阜県	安八郡輪之内町	女	5012	229	264	275	260	249	259	317	326	387	284	284	298	348	374	230	211	171	145	83	14	4
213837	岐阜県	安八郡安八町	女	7696	309	387	417	408	357	307	436	477	625	487	425	452	481	636	483	372	304	199	98	34	2
214001	岐阜県	揖斐郡	女	36394	1246	1546	1825	1915	1701	1549	1644	1960	2529	2279	2174	2174	2558	3100	2321	1976	1804	1216	663	190	24
214019	岐阜県	揖斐郡揖斐川町	女	11749	320	409	478	507	503	472	467	544	663	609	662	770	875	1075	817	817	761	588	303	95	14
214035	岐阜県	揖斐郡大野町	女	12130	438	549	675	696	546	549	607	692	896	814	785	706	873	1003	740	559	488	300	166	45	3
214043	岐阜県	揖斐郡池田町	女	12515	488	588	672	712	652	528	570	724	970	856	727	698	810	1022	764	600	555	328	194	50	7
214205	岐阜県	本巣郡	女	9527	384	450	469	537	490	479	583	645	821	678	638	506	566	637	579	434	304	214	84	23	6
214213	岐阜県	本巣郡北方町	女	9527	384	450	469	537	490	479	583	645	821	678	638	506	566	637	579	434	304	214	84	23	6
215007	岐阜県	加茂郡	女	26419	823	939	1004	1189	1122	1066	1115	1216	1452	1388	1642	1787	1943	2198	1746	1730	1746	1341	714	198	34
215015	岐阜県	加茂郡坂祝町	女	3967	159	169	164	165	201	210	236	234	261	236	245	301	293	342	213	172	163	123	63	15	2
215023	岐阜県	加茂郡富加町	女	2945	116	138	101	152	131	154	159	184	163	164	185	206	203	244	160	147	155	107	59	16	1
215031	岐阜県	加茂郡川辺町	女	5370	195	226	222	259	260	248	261	276	347	299	349	317	371	404	348	303	284	228	129	41	3
215040	岐阜県	加茂郡七宗町	女	2170	44	59	69	86	83	72	63	70	84	91	132	148	179	204	168	171	163	160	81	19	4
215058	岐阜県	加茂郡八百津町	女	5999	174	180	229	260	238	193	229	255	342	308	350	412	466	525	418	435	459	315	164	39	8
215066	岐阜県	加茂郡白川町	女	4697	106	131	162	215	178	158	127	152	207	221	295	333	335	383	332	379	402	344	167	56	14
215074	岐阜県	加茂郡東白川村	女	1271	29	36	57	52	31	31	40	45	48	69	86	70	96	96	107	123	120	64	51	12	2
215201	岐阜県	可児郡	女	9436	306	350	416	404	459	476	467	523	598	521	600	646	738	790	584	503	449	354	189	49	14
215210	岐阜県	可児郡御嵩町	女	9436	306	350	416	404	459	476	467	523	598	521	600	646	738	790	584	503	449	354	189	49	14
216003	岐阜県	大野郡	女	873	42	34	53	53	30	37	31	42	56	33	48	44	66	67	51	53	52	36	24	4	3
216046	岐阜県	大野郡白川村	女	873	42	34	53	53	30	37	31	42	56	33	48	44	66	67	51	53	52	36	24	4	3
220001	静岡県		女	1909539	73470	80338	83208	86982	83042	88505	102104	115350	137614	123854	116357	113491	128565	152587	123311	105429	89907	62390	31952	9425	1589
221007	静岡県	静岡市	女	365183	13094	14098	14940	15744	16112	16858	19235	21724	26709	24718	22806	21165	23843	29622	24840	21470	17793	12163	6105	1862	282
221015	静岡県	静岡市葵区	女	133425	4778	5139	5413	5555	5670	5978	7086	7785	9681	8788	8403	8012	8840	10835	9099	7761	6645	4724	2403	728	102
221023	静岡県	静岡市駿河区	女	107140	4243	4379	4443	4731	5266	5518	6223	6917	8353	7701	6739	5927	6609	8041	6711	5747	4580	2967	1519	454	72
221031	静岡県	静岡市清水区	女	124618	4073	4580	5084	5458	5176	5362	5926	7022	8675	8229	7664	7226	8394	10746	9030	7962	6568	4472	2183	680	108
221309	静岡県	浜松市	女	406692	16952	18049	18194	18912	18230	19965	23410	25613	30295	26561	24820	23994	25888	30101	24332	21148	18496	12675	6683	1990	384
221317	静岡県	浜松市中区	女	120881	4937	5067	4995	5531	5713	6165	7207	7648	9297	8356	7962	7198	7390	8654	7049	6214	5579	3559	1781	492	87
221325	静岡県	浜松市東区	女	64823	2946	3037	3040	2970	2894	3501	4022	4302	5200	4373	3833	3533	3795	4694	3908	3273	2550	1669	951	281	51
221333	静岡県	浜松市西区	女	56816	2387	2744	2827	2783	2434	2510	3012	3698	4519	3700	3411	3294	3586	4213	3389	2871	2487	1732	894	257	68
221341	静岡県	浜松市南区	女	51475	2107	2212	2375	2565	2325	2655	2883	3255	3823	3469	3063	2962	3187	3966	3246	2731	2238	1423	715	227	48
221350	静岡県	浜松市北区	女	47803	1937	2108	2009	2277	2170	2250	2651	2755	3202	2924	2889	3001	3432	3657	2775	2385	2256	1787	983	303	52
221368	静岡県	浜松市浜北区	女	48840	2325	2477	2468	2205	2078	2359	3058	3416	3591	2995	2718	2919	3234	3575	2737	2322	1978	1371	742	233	39
221376	静岡県	浜松市天竜区	女	16054	313	404	480	581	616	525	577	539	663	744	944	1087	1264	1342	1228	1352	1408	1134	617	197	39
222038	静岡県	沼津市	女	101824	3183	3804	4186	4511	4280	4282	4841	5763	7470	6983	6569	6247	6978	8524	7275	6182	5056	3409	1698	491	92
222054	静岡県	熱海市	女	20841	363	457	494	648	765	601	562	744	1079	1149	1133	1171	1533	2402	2252	1971	1714	1122	522	134	25
222062	静岡県	三島市	女	57041	2144	2403	2518	2619	2491	2595	2834	3416	4368	3999	3604	3365	3883	4649	3842	3135	2501	1626	795	219	35
222071	静岡県	富士宮市	女	68065	2594	3030	3074	3124	2873	3187	3618	4091	4967	4388	4058	4139	4895	5582	4344	3530	2972	2160	1064	323	52
222089	静岡県	伊東市	女	37805	933	1129	1365	1370	1189	1102	1319	1671	2364	2341	2171	2074	2821	4162	3749	2978	2393	1588	782	257	47
222097	静岡県	島田市	女	51178	1930	2187	2225	2310	2151	2396	2635	2916	3380	3072	3013	3141	3579	4080	3256	2906	2619	1917	1091	321	53
222101	静岡県	富士市	女	129891	5058	5742	6096	6508	5948	6076	6773	7854	9680	9064	8352	7823	8339	9954	8245	6970	5568	3521	1747	493	80
222119	静岡県	磐田市	女	84599	3506	3910	3915	3863	3644	4142	4852	5456	6055	5087	5009	5119	5978	6837	4936	4100	3710	2619	1418	381	62
222127	静岡県	焼津市	女	72033	2692	3037	3172	3342	3275	3320	3837	4497	5093	4658	4417	4195	4907	6035	4722	3979	3207	2179	1135	290	44
222135	静岡県	掛川市	女	58869	2559	2730	2663	2722	2742	2971	3528	3779	3994	3487	3592	3794	4176	4248	3032	2796	2593	2057	1057	297	52
222143	静岡県	藤枝市	女	74775	3028	3283	3252	3496	3067	3377	4080	4684	5474	4697	4473	4619	5362	6201	4855	3838	3269	2225	1134	320	41
222151	静岡県	御殿場市	女	43641	2063	2258	2173	2121	1921	2120	2740	3043	3509	2891	2524	2383	2836	2962	2404	2123	1748	1092	547	160	23
222160	静岡県	袋井市	女	43161	2156	2165	2119	2092	1938	2431	2892	3084	3187	2610	2468	2682	2807	2970	2088	1804	1654	1169	609	208	28
222194	静岡県	下田市	女	12014	304	352	388	443	370	311	415	516	706	723	695	754	919	1255	1123	942	804	577	308	94	15
222208	静岡県	裾野市	女	26070	1268	1250	1225	1229	1097	1427	1633	1748	1889	1676	1544	1476	1840	1965	1532	1221	975	617	351	92	15
222216	静岡県	湖西市	女	29832	1230	1305	1447	1524	1307	1445	1693	1893	2268	1898	1811	1679	1981	2366	1742	1429	1309	885	434	159	27
222224	静岡県	伊豆市	女	16876	408	497	598	676	693	548	572	743	891	1039	1006	1116	1386	1610	1322	1194	1078	864	467	143	25
222232	静岡県	御前崎市	女	16593	660	684	777	823	745	772	852	938	1171	915	990	1110	1170	1358	898	830	797	652	317	111	23
222241	静岡県	菊川市	女	23876	1103	1145	1145	1104	1109	1287	1384	1571	1609	1361	1357	1492	1719	1748	1220	1080	1045	811	441	121	24
222259	静岡県	伊豆の国市	女	25825	908	945	1045	1148	1258	1030	1193	1467	1853	1662	1528	1471	1841	2348	1835	1497	1268	926	433	140	29
222267	静岡県	牧之原市	女	23797	871	952	967	1145	1069	1146	1179	1284	1510	1324	1434	1614	1742	1878	1320	1296	1307	1010	567	160	22
223000	静岡県	賀茂郡	女	23673	526	689	814	910	630	557	682	909	1241	1281	1234	1355	1982	2613	2241	1871	1771	1338	708	216	36
223018	静岡県	賀茂郡東伊豆町	女	6844	153	198	203	289	223	176	221	246	362	424	377	395	589	770	697	566	449	307	131	62	6
223026	静岡県	賀茂郡河津町	女	3930	99	155	172	152	94	104	115	183	224	217	210	219	295	415	357	262	269	200	114	40	11
223042	静岡県	賀茂郡南伊豆町	女	4577	127	137	164	154	101	120	115	169	245	243	211	247	413	501	413	325	350	290	175	41	8
223051	静岡県	賀茂郡松崎町	女	3766	81	100	122	166	88	74	119	143	188	179	210	237	301	408	340	294	315	233	120	27	3
223069	静岡県	賀茂郡西伊豆町	女	4556	66	99	153	149	124	83	112	168	222	218	226	257	384	519	434	424	388	308	168	46	8
223204	静岡県	田方郡	女	19617	705	742	840	878	820	845	1035	1155	1435	1308	1171	1114	1413	1820	1485	1089	798	596	278	80	10
223255	静岡県	田方郡函南町	女	19617	705	742	840	878	820	845	1035	1155	1435	1308	1171	1114	1413	1820	1485	1089	798	596	278	80	10
223409	静岡県	駿東郡	女	47288	2193	2338	2340	2435	2071	2279	2803	3226	3740	3362	2860	2538	2723	3216	2785	2342	1926	1328	598	155	30
223417	静岡県	駿東郡清水町	女	16639	689	735	832	893	797	803	896	1051	1365	1268	1048	860	947	1191	1017	870	668	451	201	47	10
223425	静岡県	駿東郡長泉町	女	21326	1150	1189	1130	1102	854	1088	1453	1629	1758	1562	1257	1066	1099	1314	1194	947	773	469	216	66	10
